myDescription,careAboutMonthDemand_Beta_01,t_month_Disaster,numMonthsToAvg,setScenarioProbabilitiesTo1OverN_Flag,minDisasterYear,maxDisasterYear,minYearSubset,maxYearSubset,truckDistanceMethod,expandWhichWarehousesCarryItem_01,maxDrivingTimeCutAbove_Hrs,minTimeRequiredToRespond,numDisasters,n_itemIter,initialInventorySum,objCostType,initialSuppliesVarFlag,warehouseID,startingInventory,optimalInventory
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,100823,Time,Actual,"Savaii, Samoa",4165,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,100823,Time,Actual,"Funafuti, Tuvalu",1047,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,100823,Time,Actual,"Sydney, Australia",5529,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Noumea, Marshall Islands",0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Rarotonga, Cook Islands",313,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Honiara, Solomon Islands",552,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Port Moresby, Papua New Guinea",68,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Suva, Fiji",1913,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Port Vila, Vanuatu",3003,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Brisbane, Australia",10344,2399.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Pohnpei, Federated States of Micronesia",0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Auckland, New Zealand",1006,17740.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Nukualofa, Tonga",312,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Koror, Palau",50,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Tarawa, Kiribati",0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Majuro, New Caledonia",320,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Savaii, Samoa",814,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Funafuti, Tuvalu",295,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Optimal,"Sydney, Australia",1149,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Noumea, Marshall Islands",0,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Rarotonga, Cook Islands",313,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Honiara, Solomon Islands",552,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Port Moresby, Papua New Guinea",68,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Suva, Fiji",1913,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Port Vila, Vanuatu",3003,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Brisbane, Australia",10344,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Pohnpei, Federated States of Micronesia",0,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Auckland, New Zealand",1006,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Nukualofa, Tonga",312,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Koror, Palau",50,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Tarawa, Kiribati",0,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Majuro, New Caledonia",320,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Savaii, Samoa",814,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Funafuti, Tuvalu",295,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Cost,Actual,"Sydney, Australia",1149,
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Noumea, Marshall Islands",0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Rarotonga, Cook Islands",313,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Honiara, Solomon Islands",552,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Port Moresby, Papua New Guinea",68,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Suva, Fiji",1913,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Port Vila, Vanuatu",3003,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Brisbane, Australia",10344,2399.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Pohnpei, Federated States of Micronesia",0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Auckland, New Zealand",1006,17740.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Nukualofa, Tonga",312,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Koror, Palau",50,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Tarawa, Kiribati",0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Majuro, New Caledonia",320,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Savaii, Samoa",814,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Funafuti, Tuvalu",295,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Optimal,"Sydney, Australia",1149,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20139,Time,Actual,"Noumea, Marshall Islands",0,
