Item,Disaster Type,Month,gglCountry,PersonsPerItem
BlanketGen,DEFAULT,9,Cook Islands,13.24
BlanketGen,DEFAULT,10,Cook Islands,37.5
BlanketGen,DEFAULT,11,Cook Islands,1E+15
BlanketGen,DEFAULT,12,Cook Islands,1E+15
BlanketGen,DEFAULT,1,Costa Rica,2.65
BlanketGen,DEFAULT,2,Costa Rica,2.71
BlanketGen,DEFAULT,3,Costa Rica,3
BlanketGen,DEFAULT,4,Costa Rica,3.75
BlanketGen,DEFAULT,5,Costa Rica,4.17
BlanketGen,DEFAULT,6,Costa Rica,4.09
BlanketGen,DEFAULT,7,Costa Rica,3.81
BlanketGen,DEFAULT,8,Costa Rica,3.57
BlanketGen,DEFAULT,9,Costa Rica,3.46
BlanketGen,DEFAULT,10,Costa Rica,3.46
BlanketGen,DEFAULT,11,Costa Rica,3.26
BlanketGen,DEFAULT,12,Costa Rica,2.92
BlanketGen,DEFAULT,1,Cote d'Ivoire,3
BlanketGen,DEFAULT,2,Cote d'Ivoire,5.63
BlanketGen,DEFAULT,3,Cote d'Ivoire,10.71
BlanketGen,DEFAULT,4,Cote d'Ivoire,14.06
BlanketGen,DEFAULT,5,Cote d'Ivoire,10.23
BlanketGen,DEFAULT,6,Cote d'Ivoire,7.03
BlanketGen,DEFAULT,7,Cote d'Ivoire,5.11
BlanketGen,DEFAULT,8,Cote d'Ivoire,4.89
BlanketGen,DEFAULT,9,Cote d'Ivoire,5
BlanketGen,DEFAULT,10,Cote d'Ivoire,5.63
BlanketGen,DEFAULT,11,Cote d'Ivoire,4.89
BlanketGen,DEFAULT,12,Cote d'Ivoire,3.17
BlanketGen,DEFAULT,1,Croatia,0.54
BlanketGen,DEFAULT,2,Croatia,0.55
BlanketGen,DEFAULT,3,Croatia,0.63
BlanketGen,DEFAULT,4,Croatia,0.76
BlanketGen,DEFAULT,5,Croatia,1.03
BlanketGen,DEFAULT,6,Croatia,1.46
BlanketGen,DEFAULT,7,Croatia,1.96
BlanketGen,DEFAULT,8,Croatia,1.84
BlanketGen,DEFAULT,9,Croatia,1.24
BlanketGen,DEFAULT,10,Croatia,0.89
BlanketGen,DEFAULT,11,Croatia,0.66
BlanketGen,DEFAULT,12,Croatia,0.57
BlanketGen,DEFAULT,1,Cuba,2.5
BlanketGen,DEFAULT,2,Cuba,2.47
BlanketGen,DEFAULT,3,Cuba,3.17
BlanketGen,DEFAULT,4,Cuba,4.5
BlanketGen,DEFAULT,5,Cuba,8.65
BlanketGen,DEFAULT,6,Cuba,56.25
BlanketGen,DEFAULT,7,Cuba,1E+15
BlanketGen,DEFAULT,8,Cuba,6.62
BlanketGen,DEFAULT,9,Cuba,45
BlanketGen,DEFAULT,10,Cuba,12.5
BlanketGen,DEFAULT,11,Cuba,5.11
BlanketGen,DEFAULT,12,Cuba,2.96
BlanketGen,DEFAULT,1,Curacao,1E+15
BlanketGen,DEFAULT,2,Curacao,1E+15
BlanketGen,DEFAULT,3,Curacao,1E+15
BlanketGen,DEFAULT,4,Curacao,1E+15
BlanketGen,DEFAULT,5,Curacao,1E+15
BlanketGen,DEFAULT,6,Curacao,1E+15
BlanketGen,DEFAULT,7,Curacao,1E+15
BlanketGen,DEFAULT,8,Curacao,1E+15
BlanketGen,DEFAULT,9,Curacao,1E+15
BlanketGen,DEFAULT,10,Curacao,1E+15
BlanketGen,DEFAULT,11,Curacao,1E+15
BlanketGen,DEFAULT,12,Curacao,1E+15
BlanketGen,DEFAULT,1,Czech Republic,0.43
BlanketGen,DEFAULT,2,Czech Republic,0.43
BlanketGen,DEFAULT,3,Czech Republic,0.49
BlanketGen,DEFAULT,4,Czech Republic,0.55
BlanketGen,DEFAULT,5,Czech Republic,0.7
BlanketGen,DEFAULT,6,Czech Republic,0.85
BlanketGen,DEFAULT,7,Czech Republic,0.96
BlanketGen,DEFAULT,8,Czech Republic,0.95
BlanketGen,DEFAULT,9,Czech Republic,0.78
BlanketGen,DEFAULT,10,Czech Republic,0.62
BlanketGen,DEFAULT,11,Czech Republic,0.51
BlanketGen,DEFAULT,12,Czech Republic,0.45
BlanketGen,DEFAULT,1,Democratic Republic of the Congo,2.71
BlanketGen,DEFAULT,2,Democratic Republic of the Congo,2.85
BlanketGen,DEFAULT,3,Democratic Republic of the Congo,2.92
BlanketGen,DEFAULT,4,Democratic Republic of the Congo,2.88
BlanketGen,DEFAULT,5,Democratic Republic of the Congo,2.37
BlanketGen,DEFAULT,6,Democratic Republic of the Congo,1.88
BlanketGen,DEFAULT,7,Democratic Republic of the Congo,1.67
BlanketGen,DEFAULT,8,Democratic Republic of the Congo,1.86
BlanketGen,DEFAULT,9,Democratic Republic of the Congo,2.23
BlanketGen,DEFAULT,10,Democratic Republic of the Congo,2.59
BlanketGen,DEFAULT,11,Democratic Republic of the Congo,2.68
BlanketGen,DEFAULT,12,Democratic Republic of the Congo,2.68
BlanketGen,DEFAULT,1,Denmark,0.5
BlanketGen,DEFAULT,2,Denmark,0.49
BlanketGen,DEFAULT,3,Denmark,0.52
BlanketGen,DEFAULT,4,Denmark,0.59
BlanketGen,DEFAULT,5,Denmark,0.74
BlanketGen,DEFAULT,6,Denmark,0.94
BlanketGen,DEFAULT,7,Denmark,1.11
BlanketGen,DEFAULT,8,Denmark,1.09
BlanketGen,DEFAULT,9,Denmark,0.89
BlanketGen,DEFAULT,10,Denmark,0.73
BlanketGen,DEFAULT,11,Denmark,0.6
BlanketGen,DEFAULT,12,Denmark,0.53
BlanketGen,DEFAULT,1,Djibouti,2.74
BlanketGen,DEFAULT,2,Djibouti,3.75
BlanketGen,DEFAULT,3,Djibouti,6.62
BlanketGen,DEFAULT,4,Djibouti,56.25
BlanketGen,DEFAULT,5,Djibouti,1E+15
BlanketGen,DEFAULT,6,Djibouti,1E+15
BlanketGen,DEFAULT,7,Djibouti,1E+15
BlanketGen,DEFAULT,8,Djibouti,1E+15
BlanketGen,DEFAULT,9,Djibouti,1E+15
BlanketGen,DEFAULT,10,Djibouti,22.5
BlanketGen,DEFAULT,11,Djibouti,4.5
BlanketGen,DEFAULT,12,Djibouti,2.81
BlanketGen,DEFAULT,1,Dominica,3.31
BlanketGen,DEFAULT,2,Dominica,3.31
BlanketGen,DEFAULT,3,Dominica,3.88
BlanketGen,DEFAULT,4,Dominica,6.25
BlanketGen,DEFAULT,5,Dominica,16.07
BlanketGen,DEFAULT,6,Dominica,1E+15
BlanketGen,DEFAULT,7,Dominica,1E+15
BlanketGen,DEFAULT,8,Dominica,75
BlanketGen,DEFAULT,9,Dominica,32.14
BlanketGen,DEFAULT,10,Dominica,14.06
BlanketGen,DEFAULT,11,Dominica,6.82
BlanketGen,DEFAULT,12,Dominica,4.17
BlanketGen,DEFAULT,1,Dominican Republic,2.78
BlanketGen,DEFAULT,2,Dominican Republic,2.74
BlanketGen,DEFAULT,3,Dominican Republic,3.26
BlanketGen,DEFAULT,4,Dominican Republic,4.02
BlanketGen,DEFAULT,5,Dominican Republic,6.43
BlanketGen,DEFAULT,6,Dominican Republic,8.65
BlanketGen,DEFAULT,7,Dominican Republic,12.5
BlanketGen,DEFAULT,8,Dominican Republic,11.84
BlanketGen,DEFAULT,9,Dominican Republic,9
BlanketGen,DEFAULT,10,Dominican Republic,7.5
BlanketGen,DEFAULT,11,Dominican Republic,4.79
BlanketGen,DEFAULT,12,Dominican Republic,4.02
BlanketGen,DEFAULT,1,Ecuador,3.41
BlanketGen,DEFAULT,2,Ecuador,3.75
BlanketGen,DEFAULT,3,Ecuador,3.81
BlanketGen,DEFAULT,4,Ecuador,3.57
BlanketGen,DEFAULT,5,Ecuador,3.13
BlanketGen,DEFAULT,6,Ecuador,2.65
BlanketGen,DEFAULT,7,Ecuador,2.37
BlanketGen,DEFAULT,8,Ecuador,2.16
BlanketGen,DEFAULT,9,Ecuador,2.27
BlanketGen,DEFAULT,10,Ecuador,2.42
BlanketGen,DEFAULT,11,Ecuador,2.47
BlanketGen,DEFAULT,12,Ecuador,2.92
BlanketGen,DEFAULT,1,Egypt,0.81
BlanketGen,DEFAULT,2,Egypt,0.86
BlanketGen,DEFAULT,3,Egypt,1.02
BlanketGen,DEFAULT,4,Egypt,1.42
BlanketGen,DEFAULT,5,Egypt,2.34
BlanketGen,DEFAULT,6,Egypt,4.89
BlanketGen,DEFAULT,7,Egypt,10.23
BlanketGen,DEFAULT,8,Egypt,12.5
BlanketGen,DEFAULT,9,Egypt,4.69
BlanketGen,DEFAULT,10,Egypt,2.39
BlanketGen,DEFAULT,11,Egypt,1.31
BlanketGen,DEFAULT,12,Egypt,0.92
BlanketGen,DEFAULT,1,El Salvador,2.32
BlanketGen,DEFAULT,2,El Salvador,2.53
BlanketGen,DEFAULT,3,El Salvador,3.13
BlanketGen,DEFAULT,4,El Salvador,4.33
BlanketGen,DEFAULT,5,El Salvador,5.36
BlanketGen,DEFAULT,6,El Salvador,4.59
BlanketGen,DEFAULT,7,El Salvador,3.81
BlanketGen,DEFAULT,8,El Salvador,4.17
BlanketGen,DEFAULT,9,El Salvador,3.95
BlanketGen,DEFAULT,10,El Salvador,3.63
BlanketGen,DEFAULT,11,El Salvador,2.92
BlanketGen,DEFAULT,12,El Salvador,2.53
BlanketGen,DEFAULT,1,Equatorial Guinea,2.92
BlanketGen,DEFAULT,2,Equatorial Guinea,3.31
BlanketGen,DEFAULT,3,Equatorial Guinea,3.46
BlanketGen,DEFAULT,4,Equatorial Guinea,3.69
BlanketGen,DEFAULT,5,Equatorial Guinea,3.75
BlanketGen,DEFAULT,6,Equatorial Guinea,3.08
BlanketGen,DEFAULT,7,Equatorial Guinea,3.04
BlanketGen,DEFAULT,8,Equatorial Guinea,3.04
BlanketGen,DEFAULT,9,Equatorial Guinea,3
BlanketGen,DEFAULT,10,Equatorial Guinea,3.36
BlanketGen,DEFAULT,11,Equatorial Guinea,3.81
BlanketGen,DEFAULT,12,Equatorial Guinea,3.46
BlanketGen,DEFAULT,1,Eritrea,2.06
BlanketGen,DEFAULT,2,Eritrea,2.01
BlanketGen,DEFAULT,3,Eritrea,2.39
BlanketGen,DEFAULT,4,Eritrea,4.79
BlanketGen,DEFAULT,5,Eritrea,32.14
BlanketGen,DEFAULT,6,Eritrea,1E+15
BlanketGen,DEFAULT,7,Eritrea,1E+15
BlanketGen,DEFAULT,8,Eritrea,1E+15
BlanketGen,DEFAULT,9,Eritrea,56.25
BlanketGen,DEFAULT,10,Eritrea,9.38
BlanketGen,DEFAULT,11,Eritrea,3.52
BlanketGen,DEFAULT,12,Eritrea,2.32
BlanketGen,DEFAULT,1,Estonia,0.41
BlanketGen,DEFAULT,2,Estonia,0.39
BlanketGen,DEFAULT,3,Estonia,0.44
BlanketGen,DEFAULT,4,Estonia,0.53
BlanketGen,DEFAULT,5,Estonia,0.67
BlanketGen,DEFAULT,6,Estonia,0.89
BlanketGen,DEFAULT,7,Estonia,1.07
BlanketGen,DEFAULT,8,Estonia,1.03
BlanketGen,DEFAULT,9,Estonia,0.75
BlanketGen,DEFAULT,10,Estonia,0.61
BlanketGen,DEFAULT,11,Estonia,0.5
BlanketGen,DEFAULT,12,Estonia,0.44
BlanketGen,DEFAULT,1,Ethiopia,1.09
BlanketGen,DEFAULT,2,Ethiopia,1.19
BlanketGen,DEFAULT,3,Ethiopia,1.4
BlanketGen,DEFAULT,4,Ethiopia,1.49
BlanketGen,DEFAULT,5,Ethiopia,1.53
BlanketGen,DEFAULT,6,Ethiopia,1.47
BlanketGen,DEFAULT,7,Ethiopia,1.36
BlanketGen,DEFAULT,8,Ethiopia,1.31
BlanketGen,DEFAULT,9,Ethiopia,1.31
BlanketGen,DEFAULT,10,Ethiopia,1.23
BlanketGen,DEFAULT,11,Ethiopia,1.09
BlanketGen,DEFAULT,12,Ethiopia,1.05
BlanketGen,DEFAULT,1,Fiji,56.25
BlanketGen,DEFAULT,2,Fiji,56.25
BlanketGen,DEFAULT,3,Fiji,75
BlanketGen,DEFAULT,4,Fiji,14.06
BlanketGen,DEFAULT,5,Fiji,7.03
BlanketGen,DEFAULT,6,Fiji,4.41
BlanketGen,DEFAULT,7,Fiji,3.81
BlanketGen,DEFAULT,8,Fiji,3.95
BlanketGen,DEFAULT,9,Fiji,4.69
BlanketGen,DEFAULT,10,Fiji,5.92
BlanketGen,DEFAULT,11,Fiji,7.76
BlanketGen,DEFAULT,12,Fiji,16.07
BlanketGen,DEFAULT,1,Finland,0.35
BlanketGen,DEFAULT,2,Finland,0.35
BlanketGen,DEFAULT,3,Finland,0.38
BlanketGen,DEFAULT,4,Finland,0.46
BlanketGen,DEFAULT,5,Finland,0.6
BlanketGen,DEFAULT,6,Finland,0.8
BlanketGen,DEFAULT,7,Finland,1.01
BlanketGen,DEFAULT,8,Finland,0.9
BlanketGen,DEFAULT,9,Finland,0.69
BlanketGen,DEFAULT,10,Finland,0.55
BlanketGen,DEFAULT,11,Finland,0.46
BlanketGen,DEFAULT,12,Finland,0.38
BlanketGen,DEFAULT,1,France,0.55
BlanketGen,DEFAULT,2,France,0.56
BlanketGen,DEFAULT,3,France,0.61
BlanketGen,DEFAULT,4,France,0.69
BlanketGen,DEFAULT,5,France,0.85
BlanketGen,DEFAULT,6,France,1.08
BlanketGen,DEFAULT,7,France,1.32
BlanketGen,DEFAULT,8,France,1.29
BlanketGen,DEFAULT,9,France,1.03
BlanketGen,DEFAULT,10,France,0.82
BlanketGen,DEFAULT,11,France,0.65
BlanketGen,DEFAULT,12,France,0.58
BlanketGen,DEFAULT,1,French Guiana,8.04
BlanketGen,DEFAULT,2,French Guiana,9.38
BlanketGen,DEFAULT,3,French Guiana,13.24
BlanketGen,DEFAULT,4,French Guiana,14.06
BlanketGen,DEFAULT,5,French Guiana,17.31
BlanketGen,DEFAULT,6,French Guiana,7.76
BlanketGen,DEFAULT,7,French Guiana,5.77
BlanketGen,DEFAULT,8,French Guiana,6.43
BlanketGen,DEFAULT,9,French Guiana,6.25
BlanketGen,DEFAULT,10,French Guiana,7.03
BlanketGen,DEFAULT,11,French Guiana,7.76
BlanketGen,DEFAULT,12,French Guiana,8.33
BlanketGen,DEFAULT,1,French Polynesia,32.14
BlanketGen,DEFAULT,2,French Polynesia,56.25
BlanketGen,DEFAULT,3,French Polynesia,112.5
BlanketGen,DEFAULT,4,French Polynesia,25
BlanketGen,DEFAULT,5,French Polynesia,16.07
BlanketGen,DEFAULT,6,French Polynesia,2.32
BlanketGen,DEFAULT,7,French Polynesia,2.06
BlanketGen,DEFAULT,8,French Polynesia,4.69
BlanketGen,DEFAULT,9,French Polynesia,5.11
BlanketGen,DEFAULT,10,French Polynesia,6.82
BlanketGen,DEFAULT,11,French Polynesia,10.23
BlanketGen,DEFAULT,12,French Polynesia,16.07
BlanketGen,DEFAULT,1,Gabon,8.33
BlanketGen,DEFAULT,2,Gabon,8.65
BlanketGen,DEFAULT,3,Gabon,8.04
BlanketGen,DEFAULT,4,Gabon,8.65
BlanketGen,DEFAULT,5,Gabon,7.26
BlanketGen,DEFAULT,6,Gabon,4.25
BlanketGen,DEFAULT,7,Gabon,3.04
BlanketGen,DEFAULT,8,Gabon,3.31
BlanketGen,DEFAULT,9,Gabon,4.79
BlanketGen,DEFAULT,10,Gabon,6.08
BlanketGen,DEFAULT,11,Gabon,5.92
BlanketGen,DEFAULT,12,Gabon,7.5
BlanketGen,DEFAULT,1,Georgia,0.57
BlanketGen,DEFAULT,2,Georgia,0.59
BlanketGen,DEFAULT,3,Georgia,0.65
BlanketGen,DEFAULT,4,Georgia,0.83
BlanketGen,DEFAULT,5,Georgia,1.13
BlanketGen,DEFAULT,6,Georgia,1.7
BlanketGen,DEFAULT,7,Georgia,2.71
BlanketGen,DEFAULT,8,Georgia,2.68
BlanketGen,DEFAULT,9,Georgia,1.54
BlanketGen,DEFAULT,10,Georgia,1.01
BlanketGen,DEFAULT,11,Georgia,0.77
BlanketGen,DEFAULT,12,Georgia,0.63
BlanketGen,DEFAULT,1,Germany,0.47
BlanketGen,DEFAULT,2,Germany,0.47
BlanketGen,DEFAULT,3,Germany,0.52
BlanketGen,DEFAULT,4,Germany,0.6
BlanketGen,DEFAULT,5,Germany,0.75
BlanketGen,DEFAULT,6,Germany,0.93
BlanketGen,DEFAULT,7,Germany,1.08
BlanketGen,DEFAULT,8,Germany,1.05
BlanketGen,DEFAULT,9,Germany,0.85
BlanketGen,DEFAULT,10,Germany,0.68
BlanketGen,DEFAULT,11,Germany,0.56
BlanketGen,DEFAULT,12,Germany,0.51
BlanketGen,DEFAULT,1,Ghana,1E+15
BlanketGen,DEFAULT,2,Ghana,1E+15
BlanketGen,DEFAULT,3,Ghana,1E+15
BlanketGen,DEFAULT,4,Ghana,1E+15
BlanketGen,DEFAULT,5,Ghana,1E+15
BlanketGen,DEFAULT,6,Ghana,1E+15
BlanketGen,DEFAULT,7,Ghana,75
BlanketGen,DEFAULT,8,Ghana,25
BlanketGen,DEFAULT,9,Ghana,112.5
BlanketGen,DEFAULT,10,Ghana,1E+15
BlanketGen,DEFAULT,11,Ghana,1E+15
BlanketGen,DEFAULT,12,Ghana,1E+15
BlanketGen,DEFAULT,1,Greece,0.67
BlanketGen,DEFAULT,2,Greece,0.68
BlanketGen,DEFAULT,3,Greece,0.74
BlanketGen,DEFAULT,4,Greece,0.88
BlanketGen,DEFAULT,5,Greece,1.19
BlanketGen,DEFAULT,6,Greece,1.89
BlanketGen,DEFAULT,7,Greece,3.04
BlanketGen,DEFAULT,8,Greece,3.04
BlanketGen,DEFAULT,9,Greece,1.83
BlanketGen,DEFAULT,10,Greece,1.21
BlanketGen,DEFAULT,11,Greece,0.89
BlanketGen,DEFAULT,12,Greece,0.74
BlanketGen,DEFAULT,1,Grenada,8.33
BlanketGen,DEFAULT,2,Grenada,8.33
BlanketGen,DEFAULT,3,Grenada,8.33
BlanketGen,DEFAULT,4,Grenada,18.75
BlanketGen,DEFAULT,5,Grenada,1E+15
BlanketGen,DEFAULT,6,Grenada,112.5
BlanketGen,DEFAULT,7,Grenada,112.5
BlanketGen,DEFAULT,8,Grenada,112.5
BlanketGen,DEFAULT,9,Grenada,112.5
BlanketGen,DEFAULT,10,Grenada,112.5
BlanketGen,DEFAULT,11,Grenada,18.75
BlanketGen,DEFAULT,12,Grenada,10.23
BlanketGen,DEFAULT,1,Guadeloupe,3.31
BlanketGen,DEFAULT,2,Guadeloupe,3.31
BlanketGen,DEFAULT,3,Guadeloupe,3.88
BlanketGen,DEFAULT,4,Guadeloupe,6.25
BlanketGen,DEFAULT,5,Guadeloupe,16.07
BlanketGen,DEFAULT,6,Guadeloupe,1E+15
BlanketGen,DEFAULT,7,Guadeloupe,1E+15
BlanketGen,DEFAULT,8,Guadeloupe,75
BlanketGen,DEFAULT,9,Guadeloupe,32.14
BlanketGen,DEFAULT,10,Guadeloupe,14.06
BlanketGen,DEFAULT,11,Guadeloupe,6.82
BlanketGen,DEFAULT,12,Guadeloupe,4.17
BlanketGen,DEFAULT,1,Guam,11.25
BlanketGen,DEFAULT,2,Guam,10.23
BlanketGen,DEFAULT,3,Guam,14.06
BlanketGen,DEFAULT,4,Guam,28.13
BlanketGen,DEFAULT,5,Guam,225
BlanketGen,DEFAULT,6,Guam,225
BlanketGen,DEFAULT,7,Guam,32.14
BlanketGen,DEFAULT,8,Guam,22.5
BlanketGen,DEFAULT,9,Guam,22.5
BlanketGen,DEFAULT,10,Guam,28.13
BlanketGen,DEFAULT,11,Guam,56.25
BlanketGen,DEFAULT,12,Guam,28.13
BlanketGen,DEFAULT,1,Guatemala,2.68
BlanketGen,DEFAULT,2,Guatemala,2.85
BlanketGen,DEFAULT,3,Guatemala,3.95
BlanketGen,DEFAULT,4,Guatemala,5.77
BlanketGen,DEFAULT,5,Guatemala,7.76
BlanketGen,DEFAULT,6,Guatemala,8.33
BlanketGen,DEFAULT,7,Guatemala,6.62
BlanketGen,DEFAULT,8,Guatemala,6.08
BlanketGen,DEFAULT,9,Guatemala,5.77
BlanketGen,DEFAULT,10,Guatemala,5.77
BlanketGen,DEFAULT,11,Guatemala,3.95
BlanketGen,DEFAULT,12,Guatemala,3.13
BlanketGen,DEFAULT,1,Guinea,3.95
BlanketGen,DEFAULT,2,Guinea,9.38
BlanketGen,DEFAULT,3,Guinea,1E+15
BlanketGen,DEFAULT,4,Guinea,1E+15
BlanketGen,DEFAULT,5,Guinea,1E+15
BlanketGen,DEFAULT,6,Guinea,28.13
BlanketGen,DEFAULT,7,Guinea,8.33
BlanketGen,DEFAULT,8,Guinea,8.04
BlanketGen,DEFAULT,9,Guinea,9.78
BlanketGen,DEFAULT,10,Guinea,12.5
BlanketGen,DEFAULT,11,Guinea,7.03
BlanketGen,DEFAULT,12,Guinea,3.46
BlanketGen,DEFAULT,1,Guinea-Bissau,2.62
BlanketGen,DEFAULT,2,Guinea-Bissau,3.75
BlanketGen,DEFAULT,3,Guinea-Bissau,5.77
BlanketGen,DEFAULT,4,Guinea-Bissau,11.25
BlanketGen,DEFAULT,5,Guinea-Bissau,112.5
BlanketGen,DEFAULT,6,Guinea-Bissau,1E+15
BlanketGen,DEFAULT,7,Guinea-Bissau,1E+15
BlanketGen,DEFAULT,8,Guinea-Bissau,112.5
BlanketGen,DEFAULT,9,Guinea-Bissau,225
BlanketGen,DEFAULT,10,Guinea-Bissau,1E+15
BlanketGen,DEFAULT,11,Guinea-Bissau,11.84
BlanketGen,DEFAULT,12,Guinea-Bissau,3.08
BlanketGen,DEFAULT,1,Guyana,5
BlanketGen,DEFAULT,2,Guyana,4.79
BlanketGen,DEFAULT,3,Guyana,5.49
BlanketGen,DEFAULT,4,Guyana,6.62
BlanketGen,DEFAULT,5,Guyana,6.82
BlanketGen,DEFAULT,6,Guyana,7.26
BlanketGen,DEFAULT,7,Guyana,6.43
BlanketGen,DEFAULT,8,Guyana,6.82
BlanketGen,DEFAULT,9,Guyana,7.03
BlanketGen,DEFAULT,10,Guyana,7.76
BlanketGen,DEFAULT,11,Guyana,7.5
BlanketGen,DEFAULT,12,Guyana,6.08
BlanketGen,DEFAULT,1,Haiti,2.21
BlanketGen,DEFAULT,2,Haiti,2.25
BlanketGen,DEFAULT,3,Haiti,2.59
BlanketGen,DEFAULT,4,Haiti,3.26
BlanketGen,DEFAULT,5,Haiti,4.17
BlanketGen,DEFAULT,6,Haiti,5.49
BlanketGen,DEFAULT,7,Haiti,5.49
BlanketGen,DEFAULT,8,Haiti,5.92
BlanketGen,DEFAULT,9,Haiti,5.77
BlanketGen,DEFAULT,10,Haiti,4.79
BlanketGen,DEFAULT,11,Haiti,3.69
BlanketGen,DEFAULT,12,Haiti,2.56
BlanketGen,DEFAULT,1,Honduras,5.63
BlanketGen,DEFAULT,2,Honduras,5.92
BlanketGen,DEFAULT,3,Honduras,10.71
BlanketGen,DEFAULT,4,Honduras,75
BlanketGen,DEFAULT,5,Honduras,1E+15
BlanketGen,DEFAULT,6,Honduras,1E+15
BlanketGen,DEFAULT,7,Honduras,1E+15
BlanketGen,DEFAULT,8,Honduras,1E+15
BlanketGen,DEFAULT,9,Honduras,1E+15
BlanketGen,DEFAULT,10,Honduras,37.5
BlanketGen,DEFAULT,11,Honduras,11.25
BlanketGen,DEFAULT,12,Honduras,6.82
BlanketGen,DEFAULT,1,Hong Kong,1.31
BlanketGen,DEFAULT,2,Hong Kong,1.39
BlanketGen,DEFAULT,3,Hong Kong,1.84
BlanketGen,DEFAULT,4,Hong Kong,3.63
BlanketGen,DEFAULT,5,Hong Kong,112.5
BlanketGen,DEFAULT,6,Hong Kong,1E+15
BlanketGen,DEFAULT,7,Hong Kong,1E+15
BlanketGen,DEFAULT,8,Hong Kong,1E+15
BlanketGen,DEFAULT,9,Hong Kong,1E+15
BlanketGen,DEFAULT,10,Hong Kong,112.5
BlanketGen,DEFAULT,11,Hong Kong,2.74
BlanketGen,DEFAULT,12,Hong Kong,1.48
BlanketGen,DEFAULT,1,Hungary,0.45
BlanketGen,DEFAULT,2,Hungary,0.46
BlanketGen,DEFAULT,3,Hungary,0.56
BlanketGen,DEFAULT,4,Hungary,0.68
BlanketGen,DEFAULT,5,Hungary,0.91
BlanketGen,DEFAULT,6,Hungary,1.2
BlanketGen,DEFAULT,7,Hungary,1.42
BlanketGen,DEFAULT,8,Hungary,1.36
BlanketGen,DEFAULT,9,Hungary,1
BlanketGen,DEFAULT,10,Hungary,0.71
BlanketGen,DEFAULT,11,Hungary,0.55
BlanketGen,DEFAULT,12,Hungary,0.49
BlanketGen,DEFAULT,1,Iceland,0.45
BlanketGen,DEFAULT,2,Iceland,0.46
BlanketGen,DEFAULT,3,Iceland,0.47
BlanketGen,DEFAULT,4,Iceland,0.51
BlanketGen,DEFAULT,5,Iceland,0.58
BlanketGen,DEFAULT,6,Iceland,0.68
BlanketGen,DEFAULT,7,Iceland,0.76
BlanketGen,DEFAULT,8,Iceland,0.74
BlanketGen,DEFAULT,9,Iceland,0.65
BlanketGen,DEFAULT,10,Iceland,0.54
BlanketGen,DEFAULT,11,Iceland,0.5
BlanketGen,DEFAULT,12,Iceland,0.47
BlanketGen,DEFAULT,1,India,0.94
BlanketGen,DEFAULT,2,India,1.1
BlanketGen,DEFAULT,3,India,1.7
BlanketGen,DEFAULT,4,India,3.88
BlanketGen,DEFAULT,5,India,32.14
BlanketGen,DEFAULT,6,India,1E+15
BlanketGen,DEFAULT,7,India,28.13
BlanketGen,DEFAULT,8,India,15
BlanketGen,DEFAULT,9,India,7.5
BlanketGen,DEFAULT,10,India,2.71
BlanketGen,DEFAULT,11,India,1.35
BlanketGen,DEFAULT,12,India,0.99
BlanketGen,DEFAULT,1,Indonesia,9.38
BlanketGen,DEFAULT,2,Indonesia,9.38
BlanketGen,DEFAULT,3,Indonesia,10.23
BlanketGen,DEFAULT,4,Indonesia,12.5
BlanketGen,DEFAULT,5,Indonesia,11.84
BlanketGen,DEFAULT,6,Indonesia,7.26
BlanketGen,DEFAULT,7,Indonesia,5.63
BlanketGen,DEFAULT,8,Indonesia,5.63
BlanketGen,DEFAULT,9,Indonesia,6.62
BlanketGen,DEFAULT,10,Indonesia,9
BlanketGen,DEFAULT,11,Indonesia,11.25
BlanketGen,DEFAULT,12,Indonesia,10.23
BlanketGen,DEFAULT,1,Iran,0.5
BlanketGen,DEFAULT,2,Iran,0.53
BlanketGen,DEFAULT,3,Iran,0.66
BlanketGen,DEFAULT,4,Iran,0.9
BlanketGen,DEFAULT,5,Iran,1.33
BlanketGen,DEFAULT,6,Iran,2.3
BlanketGen,DEFAULT,7,Iran,4.69
BlanketGen,DEFAULT,8,Iran,3.21
BlanketGen,DEFAULT,9,Iran,1.6
BlanketGen,DEFAULT,10,Iran,0.97
BlanketGen,DEFAULT,11,Iran,0.68
BlanketGen,DEFAULT,12,Iran,0.55
BlanketGen,DEFAULT,1,Iraq,0.64
BlanketGen,DEFAULT,2,Iraq,0.72
BlanketGen,DEFAULT,3,Iraq,0.93
BlanketGen,DEFAULT,4,Iraq,1.48
BlanketGen,DEFAULT,5,Iraq,4.02
BlanketGen,DEFAULT,6,Iraq,1E+15
BlanketGen,DEFAULT,7,Iraq,1E+15
BlanketGen,DEFAULT,8,Iraq,1E+15
BlanketGen,DEFAULT,9,Iraq,9.38
BlanketGen,DEFAULT,10,Iraq,1.96
BlanketGen,DEFAULT,11,Iraq,0.94
BlanketGen,DEFAULT,12,Iraq,0.72
BlanketGen,DEFAULT,1,Ireland,0.59
BlanketGen,DEFAULT,2,Ireland,0.59
BlanketGen,DEFAULT,3,Ireland,0.62
BlanketGen,DEFAULT,4,Ireland,0.66
BlanketGen,DEFAULT,5,Ireland,0.74
BlanketGen,DEFAULT,6,Ireland,0.88
BlanketGen,DEFAULT,7,Ireland,1.01
BlanketGen,DEFAULT,8,Ireland,1
