Agency,NameCity,depotGglCountryAscii,depotGglAddressAscii,depotGglLat,depotGglLong,Order,disasterGglCountryAscii,disasterGglAddressAscii,disasterGglLat,disasterGglLong,distance_km,drivingTime_hrs
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Talladega County,33.4231716,-86.1344697,3834,35.0175
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Coosa County,32.8897772,-86.2196937,3874,35.45138889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Marshall County,34.3652297,-86.3376761,3752,34.94222222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Cherokee County,34.1665322,-85.684578,3885,35.55166667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Bibb County,32.9562798,-87.1422895,3773,34.57444444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Cullman County,34.2011537,-86.8220341,3705,34.21611111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Hale County,32.7859102,-87.6186379,3710,34.16916667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Carroll County,33.5642239,-85.0649071,3924,35.90027778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Russell County,32.3552497,-85.1894045,3950,36.53888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Polk County,34.0132398,-85.1479364,3937,36.17472222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Henry County,33.4347963,-84.1435136,4034,36.87472222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Butts County,33.2691443,-83.9532571,4064,37.16305556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Cleburne County,33.6261707,-85.520024,3874,35.43333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Pike County,33.0881873,-84.3962535,4016,37.13305556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Heard County,33.2990406,-85.1479364,3932,36.01972222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Alcorn County,34.8984684,-88.5951751,3519,32.21722222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Dooly County,32.1593447,-83.804868,4187,38.15416667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Upson County,32.9047684,-84.3121264,4034,37.38055556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Tuscaloosa County,33.3227653,-87.460397,3740,34.48722222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Dade County,34.9109017,-85.4788065,3900,35.5575
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Monroe County,32.9746846,-83.8897057,4087,37.28583333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Union County,34.8457601,-83.9744262,4065,37.49805556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Etowah County,34.0455341,-86.0529604,3842,35.04611111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Meriwether County,33.0561282,-84.6897495,3989,36.77194444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Copiah County,31.9012453,-90.3748354,3450,31.87583333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Fulton County,33.8033965,-84.3962535,3990,36.5225
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Blount County,34.0145152,-86.4996546,3753,34.86611111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Floyd County,34.2828967,-85.2308414,3934,36.16722222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Wilcox County,31.9611759,-83.4643551,4230,38.60638889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Tennessee,Hamilton County,35.1618966,-85.1479364,3943,36.05027778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Marengo County,32.2459085,-87.7763333,3684,33.91583333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Walker County,33.8563605,-87.3016132,3681,33.63472222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Gilmer County,34.6935359,-84.4802606,4014,36.90527778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Murray County,34.7928029,-84.7315563,3981,36.48388889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Tennessee,Marion County,35.0928512,-85.643487,3879,35.37638889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Forrest County,31.2148677,-89.2847251,3587,33.15305556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Chattooga County,34.4632661,-85.3136218,3861,36.01583333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Gordon County,34.4891699,-84.8567932,3993,36.40555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Stewart County,32.1141344,-84.8150781,4009,37.1525
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Morgan County,34.4240875,-86.8621827,3694,34.19
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Harris County,32.7032697,-84.8567932,4004,36.98416667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Newton County,33.5544296,-83.8473015,4042,36.94722222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Adams County,31.5305353,-91.2891036,3407,31.76
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Amite County,31.1683803,-90.8294002,3629,32.58472222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Catoosa County,34.8981727,-85.1479364,3934,35.85777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Pulaski County,32.232644,-83.4643551,4192,38.26277778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,St. Clair County,33.6530112,-86.3376761,3798,34.76083333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Macon County,32.3523607,-84.059029,4085,37.88555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Shelby County,33.3039292,-86.6611083,3794,34.77777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Clarke County,32.077218,-88.7108964,3613,33.16055556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Cobb County,33.8999297,-84.564147,3977,36.45833333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Lee County,31.8128435,-84.1435136,4083,38.19944444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Talbot County,32.6891322,-84.5222189,4024,37.2875
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Early County,31.3901106,-84.8984775,4036,37.7275
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Covington County,31.6732735,-89.5874819,3526,32.50055556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Webster County,32.0129889,-84.564147,4028,37.51333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Douglas County,33.7290225,-84.7315563,3947,36.02527778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Sumter County,32.6155551,-88.2461183,3638,33.35916667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Baker County,31.2816037,-84.4802606,4252,38.09388889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Coahoma County,34.1960298,-90.6393702,3386,31.20055556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Muscogee County,32.4794133,-84.8984775,3983,36.88861111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,George County,30.8431226,-88.6723578,3678,33.97722222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Fannin County,34.8580405,-84.2278796,4041,37.23555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Whitfield County,34.8033566,-84.981754,3954,36.04916667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Harrison County,30.432087,-89.0179332,3750,33.34694444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Jones County,31.5343241,-89.1705998,3578,33.11666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Prentiss County,34.6324369,-88.5178518,3554,32.61361111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Lauderdale County,32.4401578,-88.7108964,3587,33.01722222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Lincoln County,31.5359248,-90.5257823,3493,32.19527778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Jasper County,32.0810429,-89.1705998,3546,32.84305556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Champaign County,40.2138865,-88.2461183,3432,31.07888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Kemper County,32.8018452,-88.7108964,3615,33.4525
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Madison County,32.6729459,-90.0373201,3479,31.90833333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Perry County,31.1673115,-89.0179332,3615,33.39555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Tallahatchie County,33.9302578,-90.1869644,3444,31.88694444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Livingston County,40.8688604,-88.556531,3401,30.64666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Lawrence County,31.5369786,-90.0746767,3503,32.51916667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Chambers County,32.9028048,-85.354965,3927,36.34277778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Washington County,31.3422346,-88.2461183,3694,34.21138889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Santa Rosa County,30.7689907,-86.9824288,3988,35.60361111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Iroquois County,40.7740275,-87.697554,3486,31.66222222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Butler County,31.6760284,-86.6611083,3825,35.54416667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Geneva County,31.0990456,-85.684578,4137,36.84777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Quitman County,34.2863303,-90.2620042,3383,31.27333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Baldwin County,30.6010744,-87.7763333,3889,34.6325
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Montgomery County,32.2077447,-86.1751759,3846,35.61777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,McLean County,40.5478429,-88.864698,3391,30.45583333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Wilkinson County,31.1646163,-91.2891036,3439,31.89972222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Houston County,31.1318686,-85.3136218,4166,37.17027778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Crenshaw County,31.6671872,-86.3376761,3849,35.84361111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Smith County,32.0826588,-89.4742177,3525,32.49583333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Tippah County,34.7688097,-88.864698,3507,32.19222222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Coffee County,31.4751172,-86.0121573,3901,36.56083333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Gadsden County,30.5562947,-84.6479124,4211,37.39555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Vermilion County,40.122469,-87.697554,3510,31.44861111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Mobile County,30.6082227,-88.2461183,3836,34.11805556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Edgar County,39.7131223,-87.7763333,3467,31.725
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Barbour County,31.8172896,-85.354965,3956,36.82444444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Moultrie County,39.6020543,-88.5951751,3393,30.86166667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Lowndes County,32.221464,-86.6611083,3793,35.11861111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Walthall County,31.125165,-90.1120696,3564,32.91805556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Simpson County,31.9017736,-89.9253233,3490,32.15527778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Holmes County,30.8740806,-85.80766,4098,36.4975
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Choctaw County,32.0716631,-88.2461183,3638,33.46888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Dale County,31.4645298,-85.684578,3934,36.67361111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Bay County,30.1805306,-85.684578,4146,37.15305556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Okaloosa County,30.5773401,-86.6611083,4002,35.95777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Escambia County,30.6389408,-87.3413599,3938,35.10638889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Liberty County,30.1507777,-84.8567932,4240,37.85083333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Conecuh County,31.501571,-86.9824288,3823,35.41194444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Ford County,40.4988592,-88.2071598,3470,31.26416667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Gulf County,29.8001623,-85.354965,4209,37.945
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Anderson County,31.776932,-95.6457951,2972,27.45194444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Piatt County,40.0543526,-88.556531,3395,30.73083333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Elmore County,32.5647083,-86.0121573,3902,35.84194444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Autauga County,32.5791817,-86.4996546,3865,35.40027778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Walton County,30.5640199,-86.1751759,4071,36.19333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Panola County,34.4198016,-89.9253233,3409,31.46972222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Bullock County,32.0573536,-85.7256372,3907,36.23416667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Tallapoosa County,32.9201244,-85.8486236,3888,35.96055556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Archer County,33.5761511,-98.7481167,2585,24.03083333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Ellis County,32.2619765,-96.8350999,2831,26.21861111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Bowie County,33.4473287,-94.479976,2961,27.72722222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Cass County,33.0944342,-94.315422,3005,28.14944444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Collin County,33.1795213,-96.4929797,2811,26.08388889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Comanche County,31.9755461,-98.5721016,2782,24.85111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Callahan County,32.2728116,-99.456155,2679,24.12305556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Brown County,31.7705105,-98.9245343,2713,24.55944444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Hood County,32.4296296,-97.8286368,2836,25.40638889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Grayson County,33.7062406,-96.663812,2751,25.61611111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Cooke County,33.6672185,-97.3516558,2680,24.86388889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Angelina County,31.2704698,-94.645035,3078,28.80111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Eastland County,32.3240465,-98.7481167,2735,24.42055556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Conway County,35.2727492,-92.6983868,3096,28.38277778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Somervell County,32.2547696,-97.7416703,2840,25.53555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Navarro County,32.0991878,-96.4929797,2882,26.63305556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Garland County,34.5559285,-93.1779659,3108,29.29472222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Kaufman County,32.5889211,-96.3089299,2843,26.28527778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Trinity County,31.0687648,-95.1432068,3108,28.3725
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Wise County,33.2895861,-97.6982272,2674,24.75583333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Jack County,33.2560382,-98.2212979,2650,24.52972222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Palo Pinto County,32.7511956,-98.3104184,2792,24.93277778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Clark County,34.0232374,-93.1779659,3106,29.175
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Mills County,31.6137467,-98.5721016,2761,24.94111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Cottle County,34.159117,-100.3497895,2431,22.58916667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Hill County,32.0621768,-97.179026,2927,26.27333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,San Jacinto County,30.5187687,-95.1432068,3195,28.30805556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Faulkner County,35.1035858,-92.3813621,3116,28.5525
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Freestone County,31.7534889,-96.1526985,2940,27.19305556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Pecos County,30.8253214,-102.6216211,2319,20.91083333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Parker County,32.7415519,-97.87216,2821,25.09888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Columbia County,33.1285176,-93.1779659,3106,29.35222222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Motley County,34.1280332,-100.7097867,2366,22.47833333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Boone County,36.3118662,-93.0175712,3086,28.91861111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Taylor County,32.2455088,-99.8124935,2643,23.71027778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Hot Spring County,34.3393795,-92.9775558,3233,29.53027778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Leon County,31.2152685,-95.9832577,3017,27.50833333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Hansford County,36.3183749,-101.4339148,2301,21.48972222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Bosque County,31.8507607,-97.6982272,2864,25.72111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Denton County,33.1418611,-97.179026,2735,25.32694444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Henderson County,32.1321367,-95.8142885,2920,27.01583333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Montague County,33.6460993,-97.6982272,2657,24.62916667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Red River County,33.6072302,-94.976654,2910,27.22472222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Desha County,33.8773585,-91.443469,3301,30.19916667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Limestone County,31.5461078,-96.663812,2941,26.74416667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Erath County,32.1793404,-98.2212979,2792,25.04638889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Wichita County,33.9309651,-98.7481167,2549,23.64111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Johnson County,32.4133566,-97.3516558,2791,25.78888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Wharton County,29.3690932,-96.1526985,3051,27.14305556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Throckmorton County,33.1814565,-99.2785583,2531,23.8325
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Tom Green County,31.3839017,-100.439656,2553,22.95277778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Izard County,36.1610924,-91.9099238,3214,30.50472222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Shackelford County,32.8242297,-99.2785583,2698,24.13833333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Franklin County,35.5927966,-93.8248241,2975,27.28111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Rains County,32.9009129,-95.7721204,2892,26.9475
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Crawford County,35.5762761,-94.315422,2937,27.0525
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Hunt County,33.1967938,-96.1526985,2826,26.39361111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,McLennan County,31.5182285,-97.179026,2886,26.14222222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Tarrant County,32.7732044,-97.3516558,2747,25.3975
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Young County,33.2200087,-98.7481167,2585,24.32333333
