gglCountryAscii,gglAddressAscii,gglLat,gglLong
Alabama,Choctaw County,32.0716631,-88.24611829999998
Alabama,Dale County,31.4645298,-85.684578
Florida,Bay County,30.180530600000004,-85.684578
Florida,Okaloosa County,30.57734009999999,-86.6611083
Florida,Escambia County,30.6389408,-87.3413599
Florida,Liberty County,30.1507777,-84.8567932
Alabama,Conecuh County,31.501571000000002,-86.9824288
Illinois,Ford County,40.4988592,-88.2071598
Florida,Gulf County,29.800162300000004,-85.35496499999998
Texas,Anderson County,31.776932000000002,-95.64579509999999
Illinois,Piatt County,40.0543526,-88.55653099999998
Alabama,Elmore County,32.5647083,-86.0121573
Alabama,Autauga County,32.5791817,-86.49965460000001
Florida,Walton County,30.56401989999999,-86.17517590000001
Mississippi,Panola County,34.4198016,-89.9253233
Alabama,Bullock County,32.0573536,-85.7256372
Alabama,Tallapoosa County,32.9201244,-85.84862360000002
Texas,Archer County,33.5761511,-98.7481167
Texas,Ellis County,32.2619765,-96.8350999
Texas,Bowie County,33.4473287,-94.47997600000001
Texas,Cass County,33.09443420000001,-94.315422
Texas,Collin County,33.1795213,-96.4929797
Texas,Comanche County,31.97554610000001,-98.5721016
Texas,Callahan County,32.272811600000004,-99.45615500000001
Texas,Brown County,31.770510499999997,-98.9245343
Texas,Hood County,32.429629600000005,-97.8286368
Texas,Grayson County,33.7062406,-96.663812
Texas,Cooke County,33.6672185,-97.3516558
Texas,Angelina County,31.270469800000004,-94.645035
Texas,Eastland County,32.3240465,-98.7481167
Arkansas,Conway County,35.2727492,-92.69838680000001
Texas,Somervell County,32.2547696,-97.7416703
Texas,Navarro County,32.0991878,-96.4929797
Arkansas,Garland County,34.5559285,-93.1779659
Texas,Kaufman County,32.5889211,-96.30892990000001
Texas,Trinity County,31.0687648,-95.1432068
Texas,Wise County,33.2895861,-97.6982272
Texas,Jack County,33.2560382,-98.22129790000001
Texas,Palo Pinto County,32.7511956,-98.3104184
Arkansas,Clark County,34.0232374,-93.1779659
Texas,Mills County,31.6137467,-98.5721016
Texas,Cottle County,34.159116999999995,-100.3497895
Texas,Hill County,32.062176799999996,-97.17902600000001
Texas,San Jacinto County,30.5187687,-95.1432068
Arkansas,Faulkner County,35.1035858,-92.3813621
Texas,Freestone County,31.753488899999997,-96.1526985
Texas,Pecos County,30.825321399999996,-102.62162109999998
Texas,Parker County,32.7415519,-97.87216
Arkansas,Columbia County,33.1285176,-93.1779659
Texas,Motley County,34.128033200000004,-100.70978670000001
Arkansas,Boone County,36.311866200000004,-93.0175712
Texas,Taylor County,32.245508799999996,-99.8124935
Arkansas,Hot Spring County,34.3393795,-92.9775558
Texas,Leon County,31.2152685,-95.98325770000001
Texas,Hansford County,36.31837489999999,-101.4339148
Texas,Bosque County,31.850760700000002,-97.6982272
Texas,Denton County,33.1418611,-97.17902600000001
Texas,Henderson County,32.1321367,-95.8142885
Texas,Montague County,33.646099299999996,-97.6982272
Texas,Red River County,33.607230200000004,-94.97665400000001
Arkansas,Desha County,33.8773585,-91.443469
Texas,Limestone County,31.546107799999998,-96.663812
Texas,Erath County,32.17934040000001,-98.22129790000001
Texas,Wichita County,33.9309651,-98.7481167
Texas,Johnson County,32.4133566,-97.3516558
Texas,Wharton County,29.36909319999999,-96.1526985
Texas,Throckmorton County,33.1814565,-99.2785583
Texas,Tom Green County,31.3839017,-100.439656
Arkansas,Izard County,36.1610924,-91.9099238
Texas,Shackelford County,32.824229700000004,-99.2785583
Arkansas,Franklin County,35.5927966,-93.82482409999999
Texas,Rains County,32.900912899999994,-95.7721204
Arkansas,Crawford County,35.5762761,-94.315422
Texas,Hunt County,33.1967938,-96.1526985
Texas,McLennan County,31.518228499999996,-97.17902600000001
Texas,Tarrant County,32.7732044,-97.3516558
Texas,Young County,33.2200087,-98.7481167
Arkansas,Hempstead County,33.6530112,-93.6623239
Texas,Lamar County,33.75694,-95.64579509999999
Texas,Van Zandt County,32.4936974,-95.8142885
Texas,Ochiltree County,36.2921544,-100.80000509999999
Arkansas,Little River County,33.68089260000001,-94.19234000000002
Arkansas,Logan County,35.2475011,-93.6623239
Arkansas,Pope County,35.440627,-93.0175712
Arkansas,Sebastian County,35.22603970000001,-94.315422
Arkansas,Miller County,33.333555600000004,-93.8655303
Arkansas,Lafayette County,33.2511695,-93.6217802
Oklahoma,Atoka County,34.4509901,-95.98325770000001
Arkansas,Ouachita County,33.58285120000001,-92.9375739
Oklahoma,Bryan County,33.902127,-96.32260720000001
Oklahoma,Garvin County,34.7289063,-97.3516558
Oklahoma,Sequoyah County,35.5155322,-94.76915859999998
Arkansas,Stone County,35.80751420000001,-92.2236667
Oklahoma,Love County,33.985839,-97.2221421
Oklahoma,Cleveland County,35.254964,-97.3516558
Oklahoma,Pontotoc County,34.7685043,-96.663812
Oklahoma,Kingfisher County,35.9181468,-97.87216
Oklahoma,McIntosh County,35.3466151,-95.64579509999999
Oklahoma,Seminole County,35.1197519,-96.663812
Oklahoma,Adair County,35.91273070000001,-94.645035
Oklahoma,McCurtain County,34.1481711,-94.8105955
Oklahoma,Delaware County,36.4263135,-94.8105955
Oklahoma,Coal County,34.568577000000005,-96.2800864
Oklahoma,Roger Mills County,35.616176,-99.634135
Oklahoma,Pottawatomie County,35.275439,-97.0068393
Iowa,Des Moines County,40.9123374,-91.1736994
Oklahoma,Latimer County,34.835035,-95.3102505
Missouri,Moniteau County,38.5827118,-92.57924820000001
Oklahoma,Carter County,34.199625399999995,-97.3516558
Oklahoma,Pittsburg County,34.987928100000005,-95.8142885
Missouri,Platte County,39.34756489999999,-94.76915859999998
Oklahoma,Payne County,36.144998799999996,-97.0068393
Iowa,Clinton County,41.878563,-90.563609
Arkansas,Scott County,34.8854732,-93.9878427
Oklahoma,Haskell County,35.2393825,-95.1015225
Oklahoma,Stephens County,34.5203466,-97.87216
Oklahoma,Caddo County,35.10556,-98.3088441
Oklahoma,Johnston County,34.2855117,-96.6210611
Oklahoma,Oklahoma County,35.6038323,-97.3516558
Missouri,Callaway County,38.8886044,-91.9099238
Iowa,Cedar County,41.8346154,-91.135302
Arkansas,Yell County,35.0810824,-93.3388917
Oklahoma,McClain County,35.0282316,-97.48141629999999
Iowa,Audubon County,41.7326826,-94.97665400000001
Oklahoma,Okmulgee County,35.67958729999999,-95.98325770000001
Oklahoma,Hughes County,35.1380279,-96.32260720000001
Oklahoma,Cotton County,34.309094,-98.3964938
Oklahoma,Le Flore County,34.8622042,-94.645035
Oklahoma,Pushmataha County,34.48203839999999,-95.3102505
Missouri,Bates County,38.3216754,-94.315422
Iowa,Mahaska County,41.32958800000001,-92.69838680000001
Iowa,Muscatine County,41.51569129999999,-91.135302
Iowa,Iowa County,41.6624604,-92.0665197
Iowa,Louisa County,41.19330009999999,-91.2891036
Iowa,Linn County,42.0659844,-91.6760691
Iowa,Hardin County,42.4285425,-93.1779659
Iowa,Keokuk County,41.339706299999996,-92.2236667
Iowa,Tama County,42.1292592,-92.539603
Iowa,Plymouth County,42.776665,-96.1526985
Iowa,Story County,42.1040438,-93.5003454
Indiana,Daviess County,38.7020241,-87.14228949999998
Indiana,Ohio County,38.941725899999994,-84.9609464
Indiana,Warrick County,38.073670299999996,-87.2618328
Ohio,Licking County,40.1460895,-82.4752757
Ohio,Trumbull County,41.3064984,-80.7214417
Indiana,Gibson County,38.3338249,-87.5791287
Ohio,Clermont County,39.092844899999996,-84.1857115
Indiana,Putnam County,39.690996999999996,-86.8220341
Ohio,Muskingum County,39.9478393,-81.9534815
Indiana,Dubois County,38.357918,-86.8220341
Indiana,Jennings County,38.9914998,-85.684578
Iowa,Wapello County,41.014889399999994,-92.3813621
Ohio,Athens County,39.30303079999999,-82.12783999999998
Ohio,Fairfield County,39.830506,-82.6483442
Ohio,Belmont County,40.0325848,-80.89865019999998
Iowa,Woodbury County,42.3166158,-95.98325770000001
Indiana,Ripley County,39.0986811,-85.23084140000002
Indiana,Martin County,38.69378560000001,-86.8220341
Ohio,Mahoning County,40.9871753,-80.7214417
Ohio,Columbiana County,40.7902581,-80.7657804
Indiana,Switzerland County,38.841939399999994,-85.0649071
Ohio,Richland County,40.7566723,-82.51858370000002
Indiana,Orange County,38.5169004,-86.49965460000001
Iowa,Monona County,42.001594,-95.98325770000001
Iowa,Warren County,41.30805489999999,-93.5003454
Indiana,Dearborn County,39.17130750000001,-84.98175400000002
Indiana,Knox County,38.6665815,-87.42075179999998
Ohio,Hocking County,39.490935799999995,-82.4752757
Indiana,Posey County,38.0020359,-87.89424509999998
Indiana,Vermillion County,39.8512139,-87.48020679999998
Ohio,Morrow County,40.5303751,-82.80079930000002
Ohio,Ross County,39.35842529999999,-82.99316069999998
Ohio,Vinton County,39.2875595,-82.51858370000002
Nebraska,Buffalo County,40.84102180000001,-99.10134980000001
California,Los Angeles County,34.0522265,-118.24365959999999
Illinois,Edwards County,38.426782700000004,-88.050979
Illinois,Jo Daviess County,42.3148804,-90.2244662
Illinois,Tazewell County,40.5522078,-89.4742177
California,San Bernardino County,34.9592083,-116.419389
Illinois,Wabash County,38.4226484,-87.8156715
California,Riverside County,33.9532966,-117.3961192
Nebraska,Custer County,41.34913220000001,-99.7232673
Wisconsin,Kewaunee County,44.5202599,-87.38107269999998
Wisconsin,Rock County,42.6251506,-89.0179332
Illinois,Will County,41.5054724,-88.0900762
Illinois,Wayne County,38.3899815,-88.4016041
Nebraska,Nance County,41.3995947,-98.0465185
Nebraska,Stanton County,41.9329995,-97.17902600000001
Wisconsin,Winnebago County,44.012667900000004,-88.71089640000002
Wisconsin,Dane County,43.0186073,-89.5497632
Nebraska,Colfax County,41.6268435,-97.0068393
New Hampshire,Merrimack County,43.2844846,-71.66733520000002
Nebraska,Gage County,40.1989041,-96.663812
Illinois,Bureau County,41.35991560000001,-89.4742177
Wisconsin,Outagamie County,44.4636545,-88.4016041
Nebraska,Red Willow County,40.2353963,-100.5296115
Vermont,Chittenden County,44.3959289,-72.9962431
California,Santa Barbara County,34.4208321,-119.6982057
Wisconsin,Calumet County,44.1586082,-88.24611829999998
Nebraska,Sherman County,41.17516610000001,-98.9245343
New Hampshire,Coos County,44.7288907,-71.27872669999998
Vermont,Lamoille County,44.64334179999999,-72.6314026
Nebraska,Cuming County,41.95401529999999,-96.8350999
Wisconsin,Juneau County,43.8672979,-90.0746767
Illinois,Kendall County,41.55070429999999,-88.4403883
Nebraska,Chase County,40.453131799999994,-101.61577729999999
New Hampshire,Hillsborough County,42.83347939999999,-71.66733520000002
Wisconsin,Grant County,42.9397015,-90.6773046
Iowa,Buchanan County,42.4566006,-91.9099238
New Hampshire,Sullivan County,43.37703920000001,-72.236379
Wisconsin,Vernon County,43.5576968,-90.8294002
Wisconsin,Green County,42.628733600000004,-89.62516459999998
Illinois,White County,38.050113700000004,-88.24611829999998
Nebraska,Thayer County,40.1460895,-97.5247243
Nebraska,Hall County,40.8817333,-98.5721016
New Hampshire,Belknap County,43.50242460000001,-71.4073938
Illinois,Kane County,41.987884,-88.4016041
Nebraska,Sarpy County,41.074404200000004,-96.19513200000002
Nebraska,Dodge County,41.6472611,-96.663812
Iowa,Black Hawk County,42.447804,-92.3813621
New Hampshire,Cheshire County,42.9259375,-72.236379
Wisconsin,Manitowoc County,44.143887899999996,-87.460397
Iowa,Bremer County,42.76108199999999,-92.3813621
Vermont,Caledonia County,44.550509999999996,-72.04819069999998
New Hampshire,Grafton County,43.9087929,-71.825994
Nebraska,Hitchcock County,40.1844599,-101.07117579999999
Wisconsin,Sauk County,43.4066375,-89.9253233
Iowa,Cerro Gordo County,43.154318599999996,-93.2029675
Iowa,Fremont County,40.7400403,-95.64579509999999
Iowa,Pottawattamie County,41.3911501,-95.4777811
Georgia,Emanuel County,32.5726629,-82.3017728
Iowa,Chickasaw County,43.0724667,-92.3813621
Iowa,Clayton County,42.7785285,-91.2891036
Iowa,Winneshiek County,43.2362611,-91.9099238
Iowa,Fayette County,42.92581989999999,-91.9099238
Iowa,Howard County,43.38194960000001,-92.3813621
Georgia,Burke County,33.088805,-81.9534815
Georgia,Screven County,32.7074673,-81.6035062
South Carolina,Orangeburg County,33.5635155,-81.0754657
South Carolina,Edgefield County,33.8015886,-81.9534815
Arizona,Gila County,33.6370567,-110.5215459
Tennessee,Bledsoe County,35.6028856,-85.23084140000002
South Carolina,Aiken County,33.6005783,-81.6035062
Georgia,Jenkins County,32.778124600000005,-81.9971108
Mississippi,Leflore County,33.527442699999995,-90.3748354
Washington,Kitsap County,47.6476607,-122.64125829999999
Arizona,Coconino County,35.6647545,-111.47528510000001
South Carolina,Darlington County,34.3649897,-80.0087746
Tennessee,Bedford County,35.4702472,-86.4592091
Washington,Snohomish County,48.0329979,-121.83394720000001
Indiana,Lake County,41.4897279,-87.30161319999998
Arizona,Graham County,33.076805,-109.7591675
Washington,Pacific County,46.5180824,-123.82645120000001
Mississippi,Itawamba County,34.231788200000004,-88.4016041
Iowa,Worth County,43.358068599999996,-93.3388917
Washington,Clallam County,48.0405122,-124.01676599999999
Arizona,Yavapai County,34.646398100000006,-112.42914640000002
South Carolina,Spartanburg County,34.860551,-81.9534815
Georgia,Richmond County,33.3205339,-82.08429009999998
Arizona,Pinal County,32.816206099999995,-111.28450249999999
Washington,Mason County,47.4251146,-123.1951376
Mississippi,Humphreys County,33.1677834,-90.5257823
South Carolina,Kershaw County,34.3671762,-80.5882803
Washington,Whatcom County,48.8787167,-121.9718658
Washington,San Juan County,48.61180350000001,-122.96026210000001
Washington,Chelan County,47.9445331,-120.6749068
Georgia,McDuffie County,33.525862599999996,-82.51858370000002
South Carolina,Florence County,33.9828684,-79.6502105
Arizona,Pima County,32.057499,-111.66607250000001
Washington,Island County,48.19765,-122.579457
Washington,Kittitas County,47.17495479999999,-120.931941
South Carolina,Lancaster County,34.7253411,-80.6770787
Washington,Yakima County,46.543606,-120.7558291
Tennessee,Cumberland County,35.8994729,-85.02334599999998
Arizona,Maricopa County,33.2917968,-112.42914640000002
Washington,Skagit County,48.4241961,-121.7114362
Tennessee,Dyer County,36.0445248,-89.436391
Tennessee,Van Buren County,35.6996916,-85.47880649999998
Tennessee,Rhea County,35.592791399999996,-84.98175400000002
Tennessee,Fentress County,36.37106,-84.8984775
Tennessee,Grundy County,35.4013452,-85.684578
Tennessee,Roane County,35.836117,-84.56414699999998
Indiana,Blackford County,40.49927840000001,-85.31362179999998
Indiana,Huntington County,40.7911217,-85.52002399999998
Alabama,Winston County,34.169008700000006,-87.3413599
Indiana,Allen County,41.09326220000001,-85.02334599999998
Alabama,Colbert County,34.7117567,-87.89424509999998
Indiana,Jay County,40.446528799999996,-85.02334599999998
Indiana,Noble County,41.427739100000004,-85.35496499999998
Indiana,Fountain County,40.222719700000006,-87.3347575
Indiana,Owen County,39.3603429,-86.8220341
Tennessee,Obion County,36.3469439,-89.1705998
Indiana,Decatur County,39.317618599999996,-85.52002399999998
Indiana,Kosciusko County,41.2864679,-85.84862360000002
Indiana,Porter County,41.52485770000001,-87.10237459999998
Indiana,Miami County,40.77009899999999,-86.05296039999998
Indiana,LaPorte County,41.477513099999996,-86.8220341
Indiana,Rush County,39.6481768,-85.52002399999998
Indiana,Hancock County,39.824991499999996,-85.84862360000002
Indiana,Parke County,39.69929459999999,-87.14228949999998
Indiana,Bartholomew County,39.206801,-85.8895551
Indiana,Elkhart County,41.6062253,-85.84862360000002
Indiana,Tippecanoe County,40.34697310000001,-86.8220341
Indiana,St. Joseph County,41.62280850000001,-86.3376761
Indiana,Vanderburgh County,38.0806099,-87.5791287
Indiana,Steuben County,41.6115471,-84.98175400000002
Indiana,Spencer County,37.98326210000001,-87.02244420000002
Indiana,Vigo County,39.41653820000001,-87.42075179999998
California,Madera County,37.251926,-119.69626770000002
California,Santa Cruz County,37.045398799999994,-121.9579578
Mississippi,Tishomingo County,34.7615024,-88.24611829999998
California,Imperial County,33.01136939999999,-115.4733554
California,San Benito County,36.576088299999995,-120.9876321
California,Ventura County,34.3704884,-119.13906419999999
Indiana,Starke County,41.27156160000001,-86.6207943
Indiana,Wells County,40.7778348,-85.18940450000002
California,Fresno County,36.985898399999996,-119.23207839999999
California,Tehama County,40.0982197,-122.174605
California,Napa County,38.502468900000004,-122.26538870000002
California,Mendocino County,39.5500194,-123.438353
Mississippi,Grenada County,33.7516314,-89.81303559999998
California,San Mateo County,37.4337342,-122.4014193
Indiana,Tipton County,40.282566100000004,-86.05296039999998
Kentucky,McCracken County,37.03306070000001,-88.71089640000002
California,San Joaquin County,37.9175935,-121.1710389
California,Alameda County,37.6016892,-121.7195459
California,Sonoma County,38.5779555,-122.98883190000001
Mississippi,Yalobusha County,33.976829200000005,-89.6759101
Kentucky,Owsley County,37.4294933,-83.7199136
Kentucky,Wolfe County,37.75508689999999,-83.46435509999998
California,San Luis Obispo County,35.31022960000001,-120.4357631
California,Solano County,38.3104969,-121.90179540000001
Kentucky,Rockcastle County,37.3743065,-84.31212640000003
California,Butte County,39.62539520000001,-121.5370003
California,Stanislaus County,37.5090711,-120.9876321
Mississippi,Sunflower County,33.526164,-90.6773046
Kentucky,Trimble County,38.6013284,-85.31362179999998
California,Colusa County,39.1040645,-122.26538870000002
California,Santa Clara County,37.3336581,-121.8907041
California,Sutter County,39.0219764,-121.6739371
California,Glenn County,39.64378129999999,-122.44672379999999
California,Tulare County,36.1341739,-118.8596804
Kentucky,Boyd County,38.3833265,-82.6915429
California,Kern County,35.4937274,-118.8596804
California,Yolo County,38.7646021,-121.90179540000001
Kentucky,Breathitt County,37.53596160000001,-83.33618799999998
Kentucky,Magoffin County,37.730554999999995,-83.03613759999998
California,Yuba County,39.2547027,-121.39989950000002
California,San Diego County,32.7157305,-117.16109660000001
Kentucky,Casey County,37.3157449,-84.8984775
California,Marin County,38.083403000000004,-122.76330359999999
Mississippi,Bolivar County,33.88299620000001,-90.8294002
California,Merced County,37.200978799999994,-120.71200230000001
California,Monterey County,36.3136201,-121.35416310000001
Georgia,Berrien County,31.311853499999998,-83.2077645
Georgia,Atkinson County,31.293216100000002,-82.8640623
Georgia,Bacon County,31.541208500000003,-82.4319405
Georgia,Brooks County,30.8730159,-83.54965659999998
Georgia,Lanier County,31.02912689999999,-83.03613759999998
Georgia,Ware County,31.134411,-82.4752757
Georgia,Thomas County,30.841740899999998,-83.8473015
Louisiana,Caddo Parish,32.6136798,-93.8655303
Louisiana,Webster Parish,32.764135499999995,-93.3388917
Georgia,Clinch County,30.9716985,-82.82097399999998
Texas,Willacy County,26.4948223,-97.6982272
Louisiana,Morehouse Parish,32.796224,-91.75388170000001
Georgia,Appling County,31.712238,-82.25832969999998
Kansas,Sedgwick County,37.6537367,-97.5247243
Louisiana,Catahoula Parish,31.7053083,-91.9099238
Louisiana,West Carroll Parish,32.7545792,-91.48214820000001
Louisiana,Rapides Parish,31.146110399999998,-92.539603
Texas,Cameron County,26.1284971,-97.5247243
Georgia,Jeff Davis County,31.82348510000001,-82.605118
Louisiana,De Soto Parish,32.0310567,-93.6623239
Louisiana,Lafourche Parish,29.6952295,-90.5257823
Texas,Brazoria County,29.2131857,-95.4777811
Louisiana,Claiborne Parish,32.772255699999995,-93.0175712
Georgia,Laurens County,32.433014,-82.99316069999998
Kansas,Cowley County,37.266023499999996,-96.9209135
Louisiana,Beauregard Parish,30.7611484,-93.3388917
Louisiana,Terrebonne Parish,29.2299682,-90.75328090000001
Louisiana,Natchitoches Parish,31.6801229,-93.1779659
Louisiana,Bienville Parish,32.4107403,-93.0175712
Texas,Victoria County,28.771290899999997,-97.0068393
Louisiana,Bossier Parish,32.7551322,-93.6623239
Louisiana,Ouachita Parish,32.427185200000004,-92.2236667
Kansas,Wabaunsee County,38.909208899999996,-96.1526985
Louisiana,Lincoln Parish,32.598888,-92.69838680000001
Louisiana,Grant Parish,31.6943716,-92.539603
Louisiana,Assumption Parish,29.9232544,-91.09694
Louisiana,Avoyelles Parish,30.971182399999996,-92.0665197
Louisiana,Iberville Parish,30.2899179,-91.40482490000001
Louisiana,Franklin Parish,32.0737103,-91.5983959
Louisiana,Caldwell Parish,32.0669717,-92.0665197
Louisiana,Jackson Parish,32.2399791,-92.539603
Louisiana,Concordia Parish,31.4808983,-91.637215
Oklahoma,Rogers County,36.389806799999995,-95.64579509999999
Louisiana,St. James Parish,30.0179292,-90.79132270000001
Louisiana,Winn Parish,31.91961239999999,-92.6586401
Louisiana,Tensas Parish,32.077218,-91.2891036
Louisiana,East Carroll Parish,32.757092300000004,-91.2506002
Louisiana,Richland Parish,32.3887281,-91.7928402
Mississippi,Issaquena County,32.8494351,-91.0203224
Louisiana,St. Mary Parish,29.502976,-91.443469
Mississippi,Pearl River County,30.803408100000002,-89.62516459999998
Oklahoma,Osage County,36.618936700000006,-96.2375947
Louisiana,Union Parish,32.785910200000004,-92.3813621
Louisiana,Red River Parish,32.084294899999996,-93.3792057
Louisiana,St. Tammany Parish,30.4357418,-89.9253233
Louisiana,Livingston Parish,30.4340146,-90.6773046
Mississippi,Oktibbeha County,33.3886689,-88.90306
Louisiana,Madison Parish,32.4401578,-91.2891036
Oklahoma,Pawnee County,36.2918339,-96.70659140000001
Mississippi,Sharkey County,32.9860902,-90.8294002
Louisiana,St. John the Baptist Parish,30.111833100000002,-90.4879916
Louisiana,St. Martin Parish,30.2395901,-91.75388170000001
Louisiana,St. Charles Parish,29.9273657,-90.33718890000002
Mississippi,Claiborne County,31.9438205,-90.9438468
Oklahoma,Garfield County,36.43613920000001,-97.87216
Mississippi,Tate County,34.6413971,-89.96267990000004
Arkansas,Bradley County,33.5081368,-92.2236667
