Agency,NameCity,depotGglCountryAscii,depotGglAddressAscii,depotGglLat,depotGglLong,Order,disasterGglCountryAscii,disasterGglAddressAscii,disasterGglLat,disasterGglLong,distance_km,drivingTime_hrs
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Hale County,32.785910200000004,-87.61863790000002,3710.0,34.16916666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Carroll County,33.5642239,-85.0649071,3924.0,35.90027777777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Russell County,32.355249699999995,-85.18940450000002,3950.0,36.53888888888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Polk County,34.0132398,-85.14793639999998,3937.0,36.17472222222222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Henry County,33.4347963,-84.14351359999998,4034.0,36.874722222222225
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Butts County,33.2691443,-83.9532571,4064.0,37.163055555555566
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Cleburne County,33.6261707,-85.52002399999998,3874.0,35.43333333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Pike County,33.0881873,-84.3962535,4016.0,37.133055555555565
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Heard County,33.299040600000005,-85.14793639999998,3932.0,36.01972222222222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Alcorn County,34.8984684,-88.59517509999998,3519.0,32.21722222222222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Dooly County,32.1593447,-83.804868,4187.0,38.15416666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Upson County,32.9047684,-84.31212640000003,4034.0,37.380555555555546
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Tuscaloosa County,33.3227653,-87.460397,3740.0,34.48722222222222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Dade County,34.910901700000004,-85.47880649999998,3900.0,35.5575
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Monroe County,32.9746846,-83.88970570000002,4087.0,37.285833333333336
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Union County,34.8457601,-83.9744262,4065.0,37.498055555555545
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Etowah County,34.045534100000005,-86.05296039999998,3842.0,35.04611111111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Meriwether County,33.0561282,-84.68974949999998,3989.0,36.771944444444436
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Copiah County,31.9012453,-90.37483540000001,3450.0,31.87583333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Fulton County,33.803396500000005,-84.3962535,3990.0,36.5225
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Blount County,34.0145152,-86.49965460000001,3753.0,34.86611111111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Floyd County,34.2828967,-85.23084140000002,3934.0,36.16722222222222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Wilcox County,31.9611759,-83.46435509999998,4230.0,38.60638888888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Tennessee,Hamilton County,35.1618966,-85.14793639999998,3943.0,36.05027777777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Marengo County,32.2459085,-87.77633329999998,3684.0,33.91583333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Walker County,33.8563605,-87.30161319999998,3681.0,33.634722222222216
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Gilmer County,34.6935359,-84.4802606,4014.0,36.90527777777777
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Murray County,34.7928029,-84.7315563,3981.0,36.48388888888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Tennessee,Marion County,35.092851200000005,-85.64348700000002,3879.0,35.37638888888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Forrest County,31.2148677,-89.28472510000002,3587.0,33.153055555555554
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Chattooga County,34.46326610000001,-85.31362179999998,3861.0,36.01583333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Gordon County,34.48916989999999,-84.8567932,3993.0,36.405555555555566
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Stewart County,32.1141344,-84.8150781,4009.0,37.1525
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Morgan County,34.4240875,-86.86218269999998,3694.0,34.19
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Harris County,32.7032697,-84.8567932,4004.0,36.98416666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Newton County,33.55442960000001,-83.8473015,4042.0,36.947222222222216
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Adams County,31.5305353,-91.28910359999999,3407.0,31.76
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Amite County,31.168380300000006,-90.8294002,3629.0,32.584722222222226
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Catoosa County,34.8981727,-85.14793639999998,3934.0,35.857777777777784
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Pulaski County,32.232644,-83.46435509999998,4192.0,38.26277777777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,St. Clair County,33.6530112,-86.3376761,3798.0,34.76083333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Macon County,32.3523607,-84.05902900000002,4085.0,37.88555555555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Shelby County,33.3039292,-86.6611083,3794.0,34.77777777777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Clarke County,32.077218,-88.71089640000002,3613.0,33.160555555555554
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Cobb County,33.8999297,-84.56414699999998,3977.0,36.458333333333336
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Lee County,31.8128435,-84.14351359999998,4083.0,38.19944444444445
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Talbot County,32.6891322,-84.5222189,4024.0,37.2875
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Early County,31.390110600000003,-84.8984775,4036.0,37.7275
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Covington County,31.6732735,-89.5874819,3526.0,32.50055555555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Webster County,32.0129889,-84.56414699999998,4028.0,37.513333333333335
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Douglas County,33.7290225,-84.7315563,3947.0,36.02527777777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Sumter County,32.6155551,-88.24611829999998,3638.0,33.35916666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Baker County,31.2816037,-84.4802606,4252.0,38.09388888888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Coahoma County,34.1960298,-90.6393702,3386.0,31.200555555555557
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Muscogee County,32.479413300000004,-84.8984775,3983.0,36.88861111111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,George County,30.8431226,-88.6723578,3678.0,33.97722222222223
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Fannin County,34.8580405,-84.2278796,4041.0,37.235555555555564
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Georgia,Whitfield County,34.8033566,-84.98175400000002,3954.0,36.049166666666665
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Harrison County,30.432087,-89.0179332,3750.0,33.34694444444445
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Jones County,31.534324100000006,-89.1705998,3578.0,33.11666666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Prentiss County,34.6324369,-88.51785179999997,3554.0,32.61361111111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Lauderdale County,32.4401578,-88.71089640000002,3587.0,33.017222222222216
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Lincoln County,31.535924800000004,-90.5257823,3493.0,32.19527777777777
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Jasper County,32.0810429,-89.1705998,3546.0,32.84305555555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Champaign County,40.2138865,-88.24611829999998,3432.0,31.078888888888887
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Kemper County,32.8018452,-88.71089640000002,3615.0,33.4525
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Madison County,32.672945899999995,-90.03732009999997,3479.0,31.90833333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Perry County,31.1673115,-89.0179332,3615.0,33.395555555555546
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Tallahatchie County,33.9302578,-90.1869644,3444.0,31.886944444444445
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Livingston County,40.8688604,-88.55653099999998,3401.0,30.64666666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Lawrence County,31.5369786,-90.0746767,3503.0,32.51916666666666
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Chambers County,32.9028048,-85.35496499999998,3927.0,36.34277777777777
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Washington County,31.3422346,-88.24611829999998,3694.0,34.21138888888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Santa Rosa County,30.7689907,-86.9824288,3988.0,35.603611111111114
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Iroquois County,40.7740275,-87.697554,3486.0,31.66222222222223
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Butler County,31.6760284,-86.6611083,3825.0,35.54416666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Geneva County,31.0990456,-85.684578,4137.0,36.84777777777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Quitman County,34.2863303,-90.2620042,3383.0,31.27333333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Baldwin County,30.6010744,-87.77633329999998,3889.0,34.6325
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Montgomery County,32.2077447,-86.17517590000001,3846.0,35.617777777777775
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,McLean County,40.5478429,-88.86469799999998,3391.0,30.45583333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Wilkinson County,31.1646163,-91.28910359999999,3439.0,31.899722222222227
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Houston County,31.1318686,-85.31362179999998,4166.0,37.170277777777784
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Crenshaw County,31.6671872,-86.3376761,3849.0,35.84361111111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Smith County,32.0826588,-89.4742177,3525.0,32.49583333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Tippah County,34.76880970000001,-88.86469799999998,3507.0,32.19222222222222
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Coffee County,31.475117200000003,-86.0121573,3901.0,36.560833333333335
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Gadsden County,30.5562947,-84.64791240000002,4211.0,37.395555555555546
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Vermilion County,40.122469,-87.697554,3510.0,31.448611111111113
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Mobile County,30.6082227,-88.24611829999998,3836.0,34.11805555555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Edgar County,39.71312229999999,-87.77633329999998,3467.0,31.725
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Barbour County,31.8172896,-85.35496499999998,3956.0,36.82444444444445
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Moultrie County,39.60205429999999,-88.59517509999998,3393.0,30.861666666666668
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Lowndes County,32.221464000000005,-86.6611083,3793.0,35.118611111111115
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Walthall County,31.125165000000006,-90.1120696,3564.0,32.918055555555554
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Simpson County,31.9017736,-89.9253233,3490.0,32.15527777777777
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Holmes County,30.874080600000006,-85.80766,4098.0,36.4975
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Choctaw County,32.0716631,-88.24611829999998,3638.0,33.46888888888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Dale County,31.4645298,-85.684578,3934.0,36.673611111111114
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Bay County,30.180530600000004,-85.684578,4146.0,37.15305555555555
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Okaloosa County,30.57734009999999,-86.6611083,4002.0,35.95777777777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Escambia County,30.6389408,-87.3413599,3938.0,35.10638888888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Liberty County,30.1507777,-84.8567932,4240.0,37.85083333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Conecuh County,31.501571,-86.9824288,3823.0,35.411944444444444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Ford County,40.4988592,-88.2071598,3470.0,31.26416666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Gulf County,29.800162300000004,-85.35496499999998,4209.0,37.945
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Anderson County,31.776932,-95.6457951,2972.0,27.451944444444447
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Illinois,Piatt County,40.0543526,-88.55653099999998,3395.0,30.73083333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Elmore County,32.5647083,-86.0121573,3902.0,35.841944444444444
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Autauga County,32.5791817,-86.49965460000001,3865.0,35.40027777777778
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Florida,Walton County,30.56401989999999,-86.17517590000001,4071.0,36.193333333333335
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Mississippi,Panola County,34.4198016,-89.9253233,3409.0,31.469722222222227
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Bullock County,32.0573536,-85.7256372,3907.0,36.23416666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Alabama,Tallapoosa County,32.9201244,-85.84862360000002,3888.0,35.960555555555565
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Archer County,33.5761511,-98.7481167,2585.0,24.03083333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Ellis County,32.2619765,-96.8350999,2831.0,26.218611111111112
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Bowie County,33.4473287,-94.479976,2961.0,27.727222222222228
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Cass County,33.09443420000001,-94.315422,3005.0,28.14944444444445
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Collin County,33.1795213,-96.4929797,2811.0,26.08388888888889
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Comanche County,31.975546100000006,-98.5721016,2782.0,24.851111111111113
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Callahan County,32.272811600000004,-99.456155,2679.0,24.12305555555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Brown County,31.7705105,-98.9245343,2713.0,24.559444444444445
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Hood County,32.429629600000005,-97.8286368,2836.0,25.406388888888888
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Grayson County,33.7062406,-96.663812,2751.0,25.616111111111113
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Cooke County,33.6672185,-97.3516558,2680.0,24.863888888888887
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Angelina County,31.270469800000004,-94.645035,3078.0,28.801111111111112
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Eastland County,32.3240465,-98.7481167,2735.0,24.42055555555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Conway County,35.2727492,-92.6983868,3096.0,28.382777777777783
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Somervell County,32.2547696,-97.7416703,2840.0,25.535555555555554
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Navarro County,32.0991878,-96.4929797,2882.0,26.633055555555554
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Garland County,34.5559285,-93.1779659,3108.0,29.294722222222227
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Kaufman County,32.5889211,-96.3089299,2843.0,26.285277777777782
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Trinity County,31.0687648,-95.1432068,3108.0,28.3725
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Wise County,33.2895861,-97.6982272,2674.0,24.75583333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Jack County,33.2560382,-98.2212979,2650.0,24.52972222222223
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Palo Pinto County,32.7511956,-98.3104184,2792.0,24.932777777777773
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Clark County,34.0232374,-93.1779659,3106.0,29.175
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Mills County,31.6137467,-98.5721016,2761.0,24.941111111111113
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Cottle County,34.159116999999995,-100.3497895,2431.0,22.58916666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Hill County,32.0621768,-97.179026,2927.0,26.27333333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,San Jacinto County,30.5187687,-95.1432068,3195.0,28.308055555555555
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Faulkner County,35.1035858,-92.38136209999999,3116.0,28.5525
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Freestone County,31.7534889,-96.1526985,2940.0,27.19305555555556
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Pecos County,30.8253214,-102.62162109999998,2319.0,20.910833333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Parker County,32.7415519,-97.87216,2821.0,25.098888888888887
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Columbia County,33.1285176,-93.1779659,3106.0,29.352222222222228
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Motley County,34.128033200000004,-100.7097867,2366.0,22.47833333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Boone County,36.3118662,-93.0175712,3086.0,28.91861111111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Taylor County,32.2455088,-99.8124935,2643.0,23.710277777777772
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Hot Spring County,34.3393795,-92.97755579999999,3233.0,29.530277777777773
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Leon County,31.2152685,-95.9832577,3017.0,27.50833333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Hansford County,36.31837489999999,-101.4339148,2301.0,21.489722222222227
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Bosque County,31.8507607,-97.6982272,2864.0,25.72111111111111
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Denton County,33.1418611,-97.179026,2735.0,25.326944444444447
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Henderson County,32.1321367,-95.8142885,2920.0,27.01583333333333
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Montague County,33.6460993,-97.6982272,2657.0,24.629166666666666
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Red River County,33.607230200000004,-94.976654,2910.0,27.22472222222223
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Arkansas,Desha County,33.8773585,-91.443469,3301.0,30.19916666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Limestone County,31.5461078,-96.663812,2941.0,26.74416666666667
FEMA,San Francisco,California,"San Francisco, California",37.7749295,-122.4194155,0,Texas,Erath County,32.17934040000001,-98.2212979,2792.0,25.046388888888888
