Day,Month,Year,gglCountry,gglAddress,Type,SubType,TotAffected,DisasterID
10,2,1990,Georgia,Fulton County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",3859.7,
3,2,1990,Alabama,Blount County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",31982.6,
10,2,1990,Georgia,Floyd County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",3972.54,
10,2,1990,Georgia,Wilcox County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",2406.3,
15,2,1990,Tennessee,Hamilton County,Flood,SEVERE STORMS & FLOODING,2214.42,
3,2,1990,Alabama,Marengo County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5467.02,
3,2,1990,Alabama,Walker County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",17643.86,
10,2,1990,Georgia,Gilmer County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",2260.1800000000007,
10,2,1990,Georgia,Murray County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",3506.88,
15,2,1990,Tennessee,Marion County,Flood,SEVERE STORMS & FLOODING,14668.68,
24,1,1990,Mississippi,Forrest County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",19482.84,
10,2,1990,Georgia,Chattooga County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",6763.900000000002,
10,2,1990,Georgia,Gordon County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",14348.36,
10,2,1990,Georgia,Stewart County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",3464.24,
15,2,1990,Tennessee,Polk County,Flood,SEVERE STORMS & FLOODING,11493.3,
3,2,1990,Alabama,Morgan County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4560.66,
10,2,1990,Georgia,Bibb County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",40442.22,
10,2,1990,Georgia,Harris County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",1064039.34,
10,2,1990,Georgia,Newton County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",3755.7,
24,1,1990,Mississippi,Adams County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5427.5,
24,1,1990,Mississippi,Amite County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3414.06,
10,2,1990,Georgia,Catoosa County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",16624.920000000002,
10,2,1990,Georgia,Pulaski County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",9066.72,
3,2,1990,Alabama,St. Clair County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2549.3,
10,2,1990,Georgia,Macon County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",5784.480000000001,
3,2,1990,Alabama,Shelby County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",6616.480000000001,
24,1,1990,Mississippi,Clarke County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3648.84,
10,2,1990,Georgia,Cobb County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",178900.28,
10,2,1990,Georgia,Lee County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",6652.62,
10,2,1990,Georgia,Talbot County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",9823.32,
24,1,1990,Mississippi,Benton County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",45546.02,
10,2,1990,Georgia,Early County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",2862.08,
24,1,1990,Mississippi,Covington County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5087.68,
10,2,1990,Georgia,Webster County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",2380.04,
10,2,1990,Georgia,Douglas County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",11481.34,
3,2,1990,Alabama,Sumter County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",27938.56,
10,2,1990,Georgia,Walker County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",17643.86,
10,2,1990,Georgia,Marion County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",14668.68,
10,2,1990,Georgia,Baker County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",4194.84,
24,1,1990,Mississippi,Coahoma County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",6799.26,
10,2,1990,Georgia,Muscogee County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",49370.1,
24,1,1990,Mississippi,George County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5870.2800000000025,
10,2,1990,Georgia,Fannin County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",8817.9,
10,2,1990,Georgia,Whitfield County,Severe Storm(s),"SEVERE STORMS, TORNAODES & FLOODING",26675.74,
24,1,1990,Mississippi,Harrison County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",17965.74,
24,1,1990,Mississippi,Jones County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5252.52,
24,1,1990,Mississippi,Greene County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4784.78,
24,1,1990,Mississippi,Prentiss County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",6571.76,
24,1,1990,Mississippi,Marshall County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",8607.82,
24,1,1990,Mississippi,Lauderdale County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",7231.900000000002,
24,1,1990,Mississippi,Lincoln County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4707.56,
24,1,1990,Mississippi,Jasper County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",9284.6,
14,2,1990,Illinois,Champaign County,Severe Ice Storm,SEVERE ICE STORM,10425.22,
24,1,1990,Mississippi,Kemper County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2718.56,
24,1,1990,Mississippi,Pike County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",14915.94,
24,1,1990,Mississippi,Madison County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3460.08,
24,1,1990,Mississippi,Marion County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",14668.68,
24,1,1990,Mississippi,Perry County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2057.9,
24,1,1990,Mississippi,Tallahatchie County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3998.28,
24,1,1990,Mississippi,Jackson County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5316.74,
14,2,1990,Illinois,Livingston County,Severe Ice Storm,SEVERE ICE STORM,17002.18,
24,1,1990,Mississippi,Lawrence County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",10885.94,
24,1,1990,Mississippi,Union County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4968.34,
14,2,1990,Illinois,Douglas County,Severe Ice Storm,SEVERE ICE STORM,11481.34,
15,3,1990,Alabama,Chambers County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",9124.96,
15,3,1990,Alabama,Dallas County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",615716.14,
15,3,1990,Alabama,Washington County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",34290.62,
16,3,1990,Florida,Santa Rosa County,Flood,SEVERE STORMS & FLOODING,39356.72,
14,2,1990,Illinois,Iroquois County,Severe Ice Storm,SEVERE ICE STORM,7726.68,
15,3,1990,Alabama,Butler County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",47804.12,
15,3,1990,Alabama,Geneva County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",6965.400000000002,
24,1,1990,Mississippi,Quitman County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2137.98,
15,3,1990,Alabama,Baldwin County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",11887.2,
24,1,1990,Mississippi,Newton County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3755.7,
15,3,1990,Alabama,Montgomery County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",24541.92,
14,2,1990,Illinois,McLean County,Severe Ice Storm,SEVERE ICE STORM,2330.12,
24,1,1990,Mississippi,Wilkinson County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2568.28,
15,3,1990,Alabama,Houston County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",6170.320000000002,
15,3,1990,Alabama,Crenshaw County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3615.56,
24,1,1990,Mississippi,Smith County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",54525.64,
24,1,1990,Mississippi,Tippah County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5780.320000000002,
15,3,1990,Alabama,Clarke County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3648.84,
15,3,1990,Alabama,Coffee County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",13726.96,
16,3,1990,Florida,Gadsden County,Flood,SEVERE STORMS & FLOODING,12061.14,
14,2,1990,Illinois,Vermilion County,Severe Ice Storm,SEVERE ICE STORM,21222.5,
15,3,1990,Alabama,Mobile County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",107377.92,
14,2,1990,Illinois,Edgar County,Severe Ice Storm,SEVERE ICE STORM,4829.76,
15,3,1990,Alabama,Barbour County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4313.14,
15,3,1990,Alabama,Pike County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",14915.94,
14,2,1990,Illinois,Moultrie County,Severe Ice Storm,SEVERE ICE STORM,3859.96,
16,3,1990,Florida,Calhoun County,Flood,SEVERE STORMS & FLOODING,1983.02,
15,3,1990,Alabama,Lowndes County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",15542.54,
24,1,1990,Mississippi,Walthall County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4015.18,
15,3,1990,Alabama,Russell County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",7513.22,
15,3,1990,Alabama,Covington County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5087.68,
24,1,1990,Mississippi,Simpson County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",7150.7800000000025,
16,3,1990,Florida,Holmes County,Flood,SEVERE STORMS & FLOODING,11015.16,
15,3,1990,Alabama,Choctaw County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3953.3,
15,3,1990,Alabama,Dale County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",13065.26,
16,3,1990,Florida,Bay County,Flood,SEVERE STORMS & FLOODING,28020.46000000001,
16,3,1990,Florida,Okaloosa County,Flood,SEVERE STORMS & FLOODING,47013.72,
15,3,1990,Alabama,Clay County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2440.36,
16,3,1990,Florida,Escambia County,Flood,SEVERE STORMS & FLOODING,77380.94,
15,3,1990,Alabama,Chilton County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",11347.18,
15,3,1990,Alabama,Wilcox County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2406.3,
16,3,1990,Florida,Liberty County,Flood,SEVERE STORMS & FLOODING,19667.18,
15,3,1990,Alabama,Conecuh County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3439.28,
14,2,1990,Illinois,Ford County,Severe Ice Storm,SEVERE ICE STORM,8800.48,
16,3,1990,Florida,Gulf County,Flood,SEVERE STORMS & FLOODING,4124.38,
15,3,1990,Alabama,Escambia County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",77380.94,
15,4,1990,Texas,Anderson County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",15199.08,
16,3,1990,Florida,Washington County,Flood,SEVERE STORMS & FLOODING,34290.62,
14,2,1990,Illinois,Piatt County,Severe Ice Storm,SEVERE ICE STORM,4349.54,
15,3,1990,Alabama,Henry County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",14079.26,
15,3,1990,Alabama,Macon County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5784.480000000001,
15,3,1990,Alabama,Elmore County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",7029.88,
15,3,1990,Alabama,Autauga County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",14188.46,
16,3,1990,Florida,Walton County,Flood,SEVERE STORMS & FLOODING,21779.68,
15,3,1990,Alabama,Monroe County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",11614.98,
24,1,1990,Mississippi,Panola County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",6186.96,
15,3,1990,Alabama,Bullock County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2837.64,
15,3,1990,Alabama,Randolph County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",7645.3,
15,3,1990,Alabama,Calhoun County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",1983.02,
15,3,1990,Alabama,Tallapoosa County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",10820.16,
15,4,1990,Texas,Archer County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2354.04,
15,4,1990,Texas,Ellis County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",38898.6,
15,4,1990,Texas,Bowie County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",24066.9,
15,4,1990,Texas,Cass County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",7920.64,
15,4,1990,Texas,Dallas County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",615716.14,
15,4,1990,Texas,Clay County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2440.36,
15,4,1990,Texas,Collin County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",203408.66,
15,4,1990,Texas,Comanche County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3633.24,
15,4,1990,Texas,Callahan County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3521.44,
15,4,1990,Texas,Brown County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",64481.82,
15,4,1990,Texas,Hood County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",13307.32,
15,4,1990,Texas,Grayson County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4038.58,
15,4,1990,Texas,Cooke County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",9993.62,
15,4,1990,Texas,Angelina County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",22560.46,
15,4,1990,Texas,Eastland County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4831.58,
15,4,1990,Texas,Hamilton County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2214.42,
15,4,1990,Texas,Houston County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",6170.320000000002,
15,4,1990,Texas,Polk County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",11493.3,
1,5,1990,Arkansas,Conway County,Flood,SEVERE STORMS & FLOODING,5530.980000000001,
15,4,1990,Texas,Somervell County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2207.4,
15,4,1990,Texas,Navarro County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",12411.1,
1,5,1990,Arkansas,Calhoun County,Flood,SEVERE STORMS & FLOODING,1983.02,
1,5,1990,Arkansas,Garland County,Flood,SEVERE STORMS & FLOODING,24966.24,
15,4,1990,Texas,Kaufman County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",26871.0,
15,4,1990,Texas,Trinity County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3792.1,
15,4,1990,Texas,Madison County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3460.08,
15,4,1990,Texas,Wise County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",10777.52,
15,4,1990,Texas,Fannin County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",8817.9,
15,4,1990,Texas,Jack County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2351.44,
15,4,1990,Texas,Palo Pinto County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",7308.860000000002,
1,5,1990,Arkansas,Clark County,Flood,SEVERE STORMS & FLOODING,9019.4,
15,4,1990,Texas,Mills County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",1283.36,
15,4,1990,Texas,Cottle County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",391.3,
15,4,1990,Texas,Hill County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",9123.14,
15,4,1990,Texas,San Jacinto County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",6859.84,
15,4,1990,Texas,Cherokee County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",13219.7,
1,5,1990,Arkansas,Faulkner County,Flood,SEVERE STORMS & FLOODING,29441.620000000014,
15,4,1990,Texas,Freestone County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5152.16,
15,4,1990,Texas,Pecos County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4031.82,
15,4,1990,Texas,Parker County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",30401.02,
1,5,1990,Arkansas,Columbia County,Flood,SEVERE STORMS & FLOODING,14776.58,
1,5,1990,Arkansas,Clay County,Flood,SEVERE STORMS & FLOODING,2440.36,
15,4,1990,Texas,Motley County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",314.6,
1,5,1990,Arkansas,Boone County,Flood,SEVERE STORMS & FLOODING,6403.54,
15,4,1990,Texas,Taylor County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5379.14,
1,5,1990,Arkansas,Hot Spring County,Flood,SEVERE STORMS & FLOODING,8559.98,
15,4,1990,Texas,Leon County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4368.26,
15,4,1990,Texas,Hansford County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",1459.38,
15,4,1990,Texas,Walker County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",17643.86,
15,4,1990,Texas,Liberty County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",19667.18,
15,4,1990,Texas,Bosque County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4735.12,
15,4,1990,Texas,Denton County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",172279.64,
15,4,1990,Texas,Henderson County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",20418.32,
15,4,1990,Texas,Montague County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5126.940000000001,
15,4,1990,Texas,Red River County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",3343.6,
1,5,1990,Arkansas,Benton County,Flood,SEVERE STORMS & FLOODING,45546.02,
1,5,1990,Arkansas,Desha County,Flood,SEVERE STORMS & FLOODING,3382.08,
15,4,1990,Texas,Limestone County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",6079.84,
15,4,1990,Texas,Erath County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",9851.4,
15,4,1990,Texas,Wichita County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",34190.0,
15,4,1990,Texas,Johnson County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2227.94,
15,4,1990,Texas,Wharton County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",10732.8,
15,4,1990,Texas,Throckmorton County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",426.66,
15,4,1990,Texas,Jones County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",5252.52,
15,4,1990,Texas,Tom Green County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",28658.24,
1,5,1990,Arkansas,Izard County,Flood,SEVERE STORMS & FLOODING,3560.96,
15,4,1990,Texas,Shackelford County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",878.2800000000003,
1,5,1990,Arkansas,Franklin County,Flood,SEVERE STORMS & FLOODING,20322.38,
15,4,1990,Texas,Rains County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2837.64,
1,5,1990,Arkansas,Crawford County,Flood,SEVERE STORMS & FLOODING,4327.440000000001,
15,4,1990,Texas,Hunt County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",22393.54,
15,4,1990,Texas,McLennan County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",61075.56000000001,
15,4,1990,Texas,Tarrant County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",470348.84,
15,4,1990,Texas,Young County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",4823.0,
1,5,1990,Arkansas,Hempstead County,Flood,SEVERE STORMS & FLOODING,5878.34,
15,4,1990,Texas,Lamar County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",12946.18,
15,4,1990,Texas,Van Zandt County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",13670.54,
15,4,1990,Texas,Ochiltree County,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING",2657.98,
1,5,1990,Arkansas,Carroll County,Flood,SEVERE STORMS & FLOODING,7810.92,
1,5,1990,Arkansas,Little River County,Flood,SEVERE STORMS & FLOODING,3424.46,
1,5,1990,Arkansas,Jefferson County,Flood,SEVERE STORMS & FLOODING,21758.36,
1,5,1990,Arkansas,Monroe County,Flood,SEVERE STORMS & FLOODING,11614.98,
1,5,1990,Arkansas,Newton County,Flood,SEVERE STORMS & FLOODING,3755.7,
1,5,1990,Arkansas,Perry County,Flood,SEVERE STORMS & FLOODING,2057.9,
1,5,1990,Arkansas,Johnson County,Flood,SEVERE STORMS & FLOODING,2227.94,
1,5,1990,Arkansas,Marion County,Flood,SEVERE STORMS & FLOODING,14668.68,
1,5,1990,Arkansas,Polk County,Flood,SEVERE STORMS & FLOODING,11493.3,
1,5,1990,Arkansas,Logan County,Flood,SEVERE STORMS & FLOODING,9553.18,
1,5,1990,Arkansas,Pope County,Flood,SEVERE STORMS & FLOODING,2858.700000000001,
